time,temperature_2m (°F),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2022-05-15T13:00,68.2,18,11,14,0,331,210,121,477.9
2022-05-15T14:00,71.7,29,12,27,7,524,380,144,511.3
2022-05-15T15:00,74.2,16,8,10,10,637,491,146,616.7
2022-05-15T16:00,77.3,31,14,15,30,823,711,112,741.5
2022-05-15T17:00,78.5,34,7,30,31,737,593,144,752.9
2022-05-15T18:00,79.3,49,17,47,18,692,521,171,602.6
2022-05-15T19:00,77.5,31,3,19,56,708,572,136,620.2
2022-05-15T20:00,75.5,39,13,32,28,554,378,176,579.7
2022-05-15T21:00,74.7,20,1,11,41,467,313,154,482.9
2022-05-15T22:00,72.6,24,1,7,63,284,174,110,423.8
2022-05-15T23:00,70.9,23,1,15,44,167,72,95,287.9
2022-05-16T00:00,69.2,20,2,13,34,62,23,39,191.2
2022-05-16T01:00,67.3,11,1,6,20,3,0,3,11.9
2022-05-16T02:00,66,3,0,2,5,0,0,0,0
2022-05-16T03:00,64.8,13,0,1,40,0,0,0,0
2022-05-16T04:00,63.8,10,0,0,34,0,0,0,0
2022-05-16T05:00,63,17,0,1,53,0,0,0,0
2022-05-16T06:00,62.3,30,0,0,99,0,0,0,0
2022-05-16T07:00,62.1,21,0,0,70,0,0,0,0
2022-05-16T08:00,61.7,23,0,0,75,0,0,0,0
2022-05-16T09:00,59.8,28,0,4,85,0,0,0,0
2022-05-16T10:00,59.4,28,0,3,88,1,0,1,0
2022-05-16T11:00,61,28,0,5,83,64,23,41,86.2
2022-05-16T12:00,66.6,18,0,4,53,191,87,104,238.5
2022-05-16T13:00,70.5,28,0,3,86,333,180,153,327.2
2022-05-16T14:00,74.2,35,0,9,98,505,327,178,439.6
2022-05-16T15:00,76.4,58,14,27,97,680,506,174,594.7
2022-05-16T16:00,73.8,100,22,86,100,669,461,208,619.3
2022-05-16T17:00,70.2,92,14,99,66,420,154,266,352.8
2022-05-16T18:00,69,78,59,31,21,319,101,218,117.5
2022-05-16T19:00,68.6,88,43,38,87,482,257,225,210.1
2022-05-16T20:00,64.6,100,40,90,69,177,39,138,184.5
2022-05-16T21:00,61.2,86,38,43,85,108,11,97,20.2
2022-05-16T22:00,57.6,100,66,97,44,194,48,146,54.3
2022-05-16T23:00,57.1,100,98,97,47,101,36,65,108.4
2022-05-17T00:00,56.2,88,45,68,23,44,14,30,106.8
2022-05-17T01:00,55.5,38,35,9,5,2,0,2,8
2022-05-17T02:00,54.9,19,19,3,0,0,0,0,0
2022-05-17T03:00,54.2,9,8,1,3,0,0,0,0
2022-05-17T04:00,53.7,2,1,1,2,0,0,0,0
2022-05-17T05:00,53,0,0,0,0,0,0,0,0
2022-05-17T06:00,52.4,1,1,0,0,0,0,0,0
2022-05-17T07:00,52.5,5,1,7,0,0,0,0,0
2022-05-17T08:00,52.2,8,2,11,0,0,0,0,0
2022-05-17T09:00,52.1,22,5,29,0,0,0,0,0
2022-05-17T10:00,52.3,20,0,34,0,1,0,1,0
2022-05-17T11:00,53.4,24,5,32,0,62,32,30,117.7
2022-05-17T12:00,55.5,35,5,50,0,196,119,77,328.7
2022-05-17T13:00,56.7,38,26,24,0,328,196,132,390
2022-05-17T14:00,58.5,31,32,3,0,556,442,114,546.6
2022-05-17T15:00,59.9,59,57,13,0,684,523,161,708
2022-05-17T16:00,60.7,75,53,46,0,628,345,283,540.8
2022-05-17T17:00,61.7,62,40,44,0,660,379,281,400.7
2022-05-17T18:00,61.5,100,85,86,0,605,282,323,365.5
2022-05-17T19:00,61.3,86,52,66,0,541,235,306,283.5
2022-05-17T20:00,60.4,48,23,45,0,545,250,295,288.8
2022-05-17T21:00,60.2,57,27,55,0,433,287,146,384.4
2022-05-17T22:00,59.2,29,1,46,0,313,182,131,408.7
2022-05-17T23:00,58.1,41,14,48,0,192,115,77,366.2
2022-05-18T00:00,56.6,46,20,47,0,60,23,37,258.3
2022-05-18T01:00,55,53,36,35,0,3,1,2,14.2
2022-05-18T02:00,53.9,38,27,22,0,0,0,0,0
2022-05-18T03:00,53,35,23,23,0,0,0,0,0
2022-05-18T04:00,52.4,11,5,10,0,0,0,0,0
2022-05-18T05:00,51.3,2,1,1,0,0,0,0,0
2022-05-18T06:00,50.4,3,2,2,0,0,0,0,0
2022-05-18T07:00,49.6,2,2,1,0,0,0,0,0
2022-05-18T08:00,48.5,0,0,0,0,0,0,0,0
2022-05-18T09:00,47.5,29,0,0,97,0,0,0,0
2022-05-18T10:00,46.7,30,0,0,99,2,0,2,0
2022-05-18T11:00,47.8,4,0,0,14,82,43,39,158.7
2022-05-18T12:00,50.4,4,1,0,9,232,130,102,387.3
2022-05-18T13:00,52.8,18,5,0,46,397,233,164,438.9
2022-05-18T14:00,55.5,29,0,0,98,636,529,107,648.1
2022-05-18T15:00,57.7,30,0,0,99,804,698,106,883.6
2022-05-18T16:00,59.7,19,0,0,64,871,656,215,844.5
2022-05-18T17:00,61.2,33,0,21,69,834,517,317,661.5
2022-05-18T18:00,62.4,85,0,94,96,810,454,356,527.4
2022-05-18T19:00,64.2,86,1,93,98,714,364,350,464.5
2022-05-18T20:00,64.8,88,0,97,100,479,153,326,313.8
2022-05-18T21:00,62.9,90,0,100,100,164,2,162,91.8
2022-05-18T22:00,60.8,86,0,93,100,106,0,106,0.1
2022-05-18T23:00,58.5,88,0,96,100,66,0,66,0
2022-05-19T00:00,57.1,89,0,98,100,24,0,24,0
2022-05-19T01:00,55.6,90,0,100,100,1,0,1,0
2022-05-19T02:00,54.5,91,1,100,100,0,0,0,0
2022-05-19T03:00,53.5,100,30,100,100,0,0,0,0
2022-05-19T04:00,51.8,100,80,100,100,0,0,0,0
2022-05-19T05:00,51.3,100,93,100,90,0,0,0,0
2022-05-19T06:00,51.6,100,92,100,50,0,0,0,0
2022-05-19T07:00,51.9,100,100,96,32,0,0,0,0
2022-05-19T08:00,52.5,100,100,85,17,0,0,0,0
2022-05-19T09:00,52.8,100,98,99,1,0,0,0,0
2022-05-19T10:00,52.6,100,100,100,0,0,0,0,0
2022-05-19T11:00,53,100,99,96,0,8,0,8,0
2022-05-19T12:00,53.5,100,78,55,0,29,1,28,0.1
2022-05-19T13:00,55.5,100,75,58,0,140,49,91,54.2
2022-05-19T14:00,56.7,100,74,58,0,111,18,93,70.1
2022-05-19T15:00,58,100,92,49,0,113,0,113,11.1
2022-05-19T16:00,60,100,100,92,14,175,2,173,0.6
2022-05-19T17:00,61,97,69,46,25,115,0,115,0.4
2022-05-19T18:00,61.8,70,64,17,8,251,83,168,27.6
2022-05-19T19:00,63.9,58,57,11,0,632,434,198,289
2022-05-19T20:00,64.9,54,49,16,0,648,497,151,591.9
2022-05-19T21:00,65,52,52,9,0,440,265,175,520.6
2022-05-19T22:00,64.4,8,8,2,0,401,277,124,469.8
2022-05-19T23:00,63.4,4,4,0,0,236,159,77,530.3
2022-05-20T00:00,60.9,12,9,6,0,94,54,40,425.3
2022-05-20T01:00,58.5,10,7,5,2,5,2,3,40.1
2022-05-20T02:00,56.4,30,1,1,95,0,0,0,0
2022-05-20T03:00,54.4,4,2,2,3,0,0,0,0
2022-05-20T04:00,53.7,2,2,0,0,0,0,0,0
2022-05-20T05:00,53.4,11,9,5,0,0,0,0,0
2022-05-20T06:00,53.9,22,12,16,4,0,0,0,0
2022-05-20T07:00,55.7,28,9,20,27,0,0,0,0
2022-05-20T08:00,55.9,39,13,31,29,0,0,0,0
2022-05-20T09:00,56.3,41,5,21,80,0,0,0,0
2022-05-20T10:00,56.7,47,0,47,61,2,0,2,0
2022-05-20T11:00,59.2,2,0,1,6,69,37,32,122.6
2022-05-20T12:00,64.1,10,0,0,34,245,186,59,436.7
2022-05-20T13:00,69.3,15,0,0,50,441,363,78,681.7
2022-05-20T14:00,73,30,0,1,97,564,440,124,718.7
2022-05-20T15:00,75.7,39,0,17,95,679,527,152,684.9
2022-05-20T16:00,76.7,41,0,21,94,677,446,231,593
2022-05-20T17:00,79.7,33,2,10,83,814,594,220,571.5
2022-05-20T18:00,81.8,47,7,19,96,823,643,180,681
2022-05-20T19:00,80.2,53,8,29,95,739,590,149,698.2
2022-05-20T20:00,78.2,83,10,76,94,546,390,156,594.9
2022-05-20T21:00,73.6,100,46,91,95,337,203,134,405
2022-05-20T22:00,71.6,100,69,27,96,157,57,100,204.4
2022-05-20T23:00,70.5,83,60,1,93,111,38,73,106.4
2022-05-21T00:00,69.7,82,59,2,92,68,16,52,111.1
2022-05-21T01:00,69,37,41,0,0,5,1,4,13
2022-05-21T02:00,68.5,4,4,0,0,0,0,0,0
2022-05-21T03:00,68.1,12,1,0,36,0,0,0,0
2022-05-21T04:00,67.9,20,0,14,40,0,0,0,0
2022-05-21T05:00,67.7,40,0,50,33,0,0,0,0
2022-05-21T06:00,67.7,65,0,80,55,0,0,0,0
2022-05-21T07:00,68.2,57,0,57,75,0,0,0,0
2022-05-21T08:00,68.3,5,0,0,18,0,0,0,0
2022-05-21T09:00,67.9,1,0,0,3,0,0,0,0
2022-05-21T10:00,67.5,0,0,0,0,2,1,1,0
2022-05-21T11:00,69,0,0,0,0,85,52,33,212.6
2022-05-21T12:00,72.7,1,1,0,0,240,179,61,479.6
2022-05-21T13:00,76.4,0,0,0,0,432,354,78,647.2
2022-05-21T14:00,79.5,1,1,0,0,608,518,90,764.9
2022-05-21T15:00,82.4,4,0,0,14,752,653,99,823.8
2022-05-21T16:00,85.1,27,13,5,40,843,724,119,849.4
2022-05-21T17:00,86.8,62,23,27,83,682,544,138,721.6
2022-05-21T18:00,87,54,4,35,97,613,408,205,512.9
2022-05-21T19:00,87.9,44,4,19,97,531,325,206,395.2
2022-05-21T20:00,88.2,36,2,11,92,604,426,178,458.4
2022-05-21T21:00,87.1,37,1,14,92,456,263,193,479.8
2022-05-21T22:00,84.9,47,0,40,77,320,184,136,378.2
2022-05-21T23:00,82.4,35,0,20,75,184,98,86,332.6
2022-05-22T00:00,77.9,38,0,16,94,70,30,40,248.4
2022-05-22T01:00,74.4,56,2,40,100,4,0,4,24.6
2022-05-22T02:00,72.6,64,2,53,100,0,0,0,0
2022-05-22T03:00,70.7,50,0,33,100,0,0,0,0
2022-05-22T04:00,69.7,35,0,9,100,0,0,0,0
2022-05-22T05:00,69,38,5,5,100,0,0,0,0
2022-05-22T06:00,67.7,27,2,5,73,0,0,0,0
2022-05-22T07:00,68.2,19,2,1,56,0,0,0,0
2022-05-22T08:00,67.1,14,1,0,42,0,0,0,0
2022-05-22T09:00,66.6,13,4,3,24,0,0,0,0
2022-05-22T10:00,65.9,18,12,4,16,2,0,2,0
2022-05-22T11:00,68.5,24,11,3,41,76,42,34,143.6
2022-05-22T12:00,72.8,15,0,2,46,224,139,85,387.3
2022-05-22T13:00,75.1,23,0,13,49,332,161,171,385.6
2022-05-22T14:00,77.4,50,5,42,67,471,262,209,347.4
2022-05-22T15:00,80.9,59,35,25,43,716,555,161,561.8
2022-05-22T16:00,82.8,100,95,22,13,754,568,186,702.5
2022-05-22T17:00,83.8,66,35,46,23,686,478,208,584.8
2022-05-22T18:00,85.3,93,41,44,98,663,499,164,533.7
2022-05-22T19:00,74.7,100,74,78,44,510,309,201,458.8
2022-05-22T20:00,71.8,100,85,76,56,361,113,248,245.9
2022-05-22T21:00,66.6,98,43,89,20,146,33,113,90.4
2022-05-22T22:00,62,100,80,97,13,103,6,97,27.1
2022-05-22T23:00,61,96,49,84,6,49,5,44,7.7
2022-05-23T00:00,59.4,40,20,31,11,42,18,24,66.4
2022-05-23T01:00,57.5,20,15,1,20,5,1,4,17.1
2022-05-23T02:00,56,12,13,0,0,0,0,0,0
2022-05-23T03:00,54.9,15,17,0,0,0,0,0,0
2022-05-23T04:00,54.2,29,24,2,20,0,0,0,0
2022-05-23T05:00,53.4,38,23,3,50,0,0,0,0
2022-05-23T06:00,52.4,48,23,8,74,0,0,0,0
2022-05-23T07:00,52,56,26,11,88,0,0,0,0
2022-05-23T08:00,51.4,57,24,12,95,0,0,0,0
2022-05-23T09:00,50.6,63,34,7,94,0,0,0,0
2022-05-23T10:00,50.3,70,43,2,99,3,0,3,0
2022-05-23T11:00,50.6,100,97,1,93,64,23,41,76.7
2022-05-23T12:00,52,100,100,2,82,187,84,103,212
2022-05-23T13:00,54,100,100,3,87,363,217,146,353.3
2022-05-23T14:00,56.3,100,99,2,83,492,294,198,454.3
2022-05-23T15:00,58.5,100,90,1,98,556,329,227,437.1
2022-05-23T16:00,60,89,68,0,94,624,387,237,429.5
2022-05-23T17:00,61.7,99,77,0,100,722,463,259,478.3
2022-05-23T18:00,62.6,100,77,4,100,677,382,295,472.6
2022-05-23T19:00,62.3,100,92,4,100,523,146,377,289.6
2022-05-23T20:00,62.4,100,100,1,100,472,116,356,148.7
2022-05-23T21:00,61.7,82,57,1,100,348,63,285,117
2022-05-23T22:00,61.2,75,50,0,100,315,91,224,139
2022-05-23T23:00,59.6,66,40,0,100,150,19,131,123.4
2022-05-24T00:00,57.6,35,6,0,100,60,3,57,33.7
2022-05-24T01:00,56.2,33,3,0,100,4,0,4,2.2
2022-05-24T02:00,54.8,31,1,0,100,0,0,0,0
2022-05-24T03:00,53.6,32,1,1,100,0,0,0,0
2022-05-24T04:00,52.6,30,0,0,99,0,0,0,0
2022-05-24T05:00,51.9,29,0,0,96,0,0,0,0
2022-05-24T06:00,50.6,29,0,0,98,0,0,0,0
2022-05-24T07:00,49.7,28,1,0,90,0,0,0,0
2022-05-24T08:00,48.5,26,0,0,87,0,0,0,0
2022-05-24T09:00,47.7,5,0,0,17,0,0,0,0
2022-05-24T10:00,47.6,0,0,0,0,3,1,2,0
2022-05-24T11:00,49.8,1,0,0,2,94,59,35,223.8
2022-05-24T12:00,54.8,3,0,0,9,257,191,66,512.4
2022-05-24T13:00,58.8,3,0,0,10,453,369,84,673.4
2022-05-24T14:00,62.2,0,0,0,0,630,527,103,779.2
2022-05-24T15:00,65.3,0,0,0,0,790,695,95,852.5
2022-05-24T16:00,68,5,5,0,0,872,758,114,889.6
2022-05-24T17:00,69.1,29,14,28,0,812,674,138,815.2
2022-05-24T18:00,69.3,65,2,75,59,673,362,311,560.9
2022-05-24T19:00,69.9,83,1,95,85,634,315,319,366.6
2022-05-24T20:00,68.4,53,0,46,86,472,189,283,290.1
2022-05-24T21:00,67.4,33,0,12,87,467,291,176,323.8
2022-05-24T22:00,67,39,2,23,77,448,318,130,539.3
2022-05-24T23:00,65.4,49,12,26,76,266,185,81,600.5
2022-05-25T00:00,63,51,13,24,84,96,54,42,448.5
2022-05-25T01:00,60.5,68,22,39,84,7,2,5,53.1
2022-05-25T02:00,58.7,76,25,46,85,0,0,0,0
2022-05-25T03:00,57.5,80,31,48,79,0,0,0,0
2022-05-25T04:00,56.6,61,24,51,30,0,0,0,0
2022-05-25T05:00,55.8,48,11,44,39,0,0,0,0
2022-05-25T06:00,55.1,66,16,41,89,0,0,0,0
2022-05-25T07:00,55.4,55,3,39,96,0,0,0,0
2022-05-25T08:00,54.5,47,3,31,85,0,0,0,0
2022-05-25T09:00,54.3,42,5,19,86,0,0,0,0
2022-05-25T10:00,53.8,41,5,12,98,3,1,2,0
2022-05-25T11:00,55.9,40,6,8,100,86,47,39,183.9
2022-05-25T12:00,60.3,47,13,8,100,206,127,79,366.6
2022-05-25T13:00,63.9,42,11,8,91,393,244,149,438.8
2022-05-25T14:00,66.6,56,32,2,86,573,404,169,554.7
2022-05-25T15:00,68.6,100,96,11,95,721,543,178,675.9
2022-05-25T16:00,69.3,100,100,14,98,565,305,260,533.1
2022-05-25T17:00,69.5,100,100,24,89,518,213,305,275.7
2022-05-25T18:00,70.4,100,100,25,57,600,240,360,251
2022-05-25T19:00,69.6,100,100,26,92,316,2,314,133.2
2022-05-25T20:00,70.4,100,98,17,94,312,24,288,6.9
2022-05-25T21:00,70.8,100,94,13,96,276,60,216,59.5
2022-05-25T22:00,71,91,39,45,96,255,61,194,102.7
2022-05-25T23:00,69.6,62,17,28,100,190,73,117,168
2022-05-26T00:00,66.6,70,9,53,99,80,30,50,209
2022-05-26T01:00,63.6,79,7,72,99,7,1,6,31.2
2022-05-26T02:00,62.3,86,1,92,100,0,0,0,0
2022-05-26T03:00,61.5,86,1,92,100,0,0,0,0
2022-05-26T04:00,61.3,77,0,79,99,0,0,0,0
2022-05-26T05:00,60.8,73,0,72,100,0,0,0,0
2022-05-26T06:00,60,64,0,56,100,0,0,0,0
2022-05-26T07:00,60.8,30,0,0,100,0,0,0,0
2022-05-26T08:00,59.7,39,0,15,100,0,0,0,0
2022-05-26T09:00,58.9,54,0,40,100,0,0,0,0
2022-05-26T10:00,58.2,41,0,18,100,3,0,3,0
2022-05-26T11:00,58.2,31,0,2,98,56,16,40,45.2
2022-05-26T12:00,59.3,29,0,1,93,207,106,101,211.1
2022-05-26T13:00,61.2,30,0,0,99,406,284,122,451.2
2022-05-26T14:00,64.1,30,1,0,98,564,442,122,633.5
2022-05-26T15:00,67.5,30,0,3,95,704,505,199,668.3
2022-05-26T16:00,70.2,31,3,6,83,749,498,251,605.3
2022-05-26T17:00,72.8,27,0,4,82,807,566,241,592.7
2022-05-26T18:00,74,45,30,14,32,760,466,294,558.9
2022-05-26T19:00,77.4,100,79,46,12,704,496,208,538.4
2022-05-26T20:00,76.6,44,7,27,73,508,256,252,443.6
2022-05-26T21:00,75.6,44,0,28,89,476,271,205,351.1
2022-05-26T22:00,73.8,29,2,6,80,345,233,112,431.4
2022-05-26T23:00,71.4,35,0,38,41,234,155,79,461.2
2022-05-27T00:00,69.2,56,1,54,77,87,45,42,373
2022-05-27T01:00,67.5,64,6,48,99,6,1,5,47.4
2022-05-27T02:00,66.7,72,3,68,95,0,0,0,0
2022-05-27T03:00,66,52,2,34,98,0,0,0,0
2022-05-27T04:00,65.7,61,16,27,100,0,0,0,0
2022-05-27T05:00,65.6,93,47,35,100,0,0,0,0
2022-05-27T06:00,65.5,78,49,7,99,0,0,0,0
2022-05-27T07:00,66.3,100,39,58,99,0,0,0,0
2022-05-27T08:00,66.2,100,31,100,100,0,0,0,0
2022-05-27T09:00,65.3,99,13,97,98,0,0,0,0
2022-05-27T10:00,64.2,92,6,96,98,1,0,1,0
2022-05-27T11:00,63.8,100,71,94,97,13,0,13,0
2022-05-27T12:00,64.4,100,98,96,100,55,2,53,0.4
2022-05-27T13:00,65.7,100,100,100,100,165,47,118,53.6
2022-05-27T14:00,66.8,100,100,99,100,144,1,143,51.7
2022-05-27T15:00,68.3,100,100,99,100,189,13,176,4.9
2022-05-27T16:00,70.2,100,97,100,100,315,31,284,27.4
2022-05-27T17:00,70.4,100,83,100,100,205,14,191,26.8
2022-05-27T18:00,69.3,100,87,88,100,168,1,167,7.4
2022-05-27T19:00,67.5,100,77,89,100,87,0,87,0.1
2022-05-27T20:00,67.3,100,99,97,100,75,1,74,0.6
2022-05-27T21:00,67.4,100,99,91,100,88,1,87,1.5
2022-05-27T22:00,67,100,68,52,100,63,0,63,0.7
2022-05-27T23:00,66.1,100,73,81,100,54,0,54,0
2022-05-28T00:00,65.3,100,59,84,99,40,3,37,10.2
2022-05-28T01:00,65,67,16,59,58,3,0,3,3.2
2022-05-28T02:00,64.3,23,6,13,31,0,0,0,0
2022-05-28T03:00,62.6,26,1,7,68,0,0,0,0
2022-05-28T04:00,61.2,25,1,8,65,0,0,0,0
2022-05-28T05:00,60.3,25,1,8,64,0,0,0,0
2022-05-28T06:00,59.5,32,1,8,87,0,0,0,0
2022-05-28T07:00,59.2,41,2,36,58,0,0,0,0
2022-05-28T08:00,58.5,43,2,40,56,0,0,0,0
2022-05-28T09:00,58,32,3,31,35,0,0,0,0
2022-05-28T10:00,56.9,66,33,49,22,3,0,3,0
2022-05-28T11:00,59.1,76,55,40,7,61,23,38,73.6
2022-05-28T12:00,65.4,89,88,13,7,144,70,74,193.8
2022-05-28T13:00,62.7,100,98,34,8,181,67,114,182.2
2022-05-28T14:00,62,100,96,44,14,95,9,86,71.3
2022-05-28T15:00,62.3,100,94,68,5,162,14,148,8.8
2022-05-28T16:00,64,100,87,54,1,253,56,197,43.5
2022-05-28T17:00,62.7,100,99,32,0,179,0,179,34.3
2022-05-28T18:00,62.5,85,90,7,0,197,3,194,0
2022-05-28T19:00,65.2,17,19,0,0,554,268,286,145.2
2022-05-28T20:00,66.1,9,10,0,0,549,351,198,378.1
2022-05-28T21:00,67.4,15,17,0,0,563,382,181,507.8
2022-05-28T22:00,67.1,49,54,0,0,419,313,106,592.8
2022-05-28T23:00,66,53,58,1,0,272,192,80,584.9
2022-05-29T00:00,64,27,30,0,0,113,72,41,500.5
2022-05-29T01:00,62.2,3,2,0,3,10,4,6,85.9
2022-05-29T02:00,60.9,10,3,0,23,0,0,0,0
2022-05-29T03:00,61.4,27,0,20,51,0,0,0,0
2022-05-29T04:00,60.3,29,0,0,95,0,0,0,0
2022-05-29T05:00,59.3,29,0,0,96,0,0,0,0
2022-05-29T06:00,55.9,30,0,3,93,0,0,0,0
2022-05-29T07:00,52.7,5,0,0,16,0,0,0,0
2022-05-29T08:00,52,4,0,6,0,0,0,0,0
2022-05-29T09:00,52,4,1,3,3,0,0,0,0
2022-05-29T10:00,52,4,0,5,4,5,1,4,0
2022-05-29T11:00,55.5,12,0,9,21,97,60,37,211
2022-05-29T12:00,61.5,8,0,6,14,265,200,65,513
2022-05-29T13:00,65.7,0,0,0,1,445,359,86,667.6
2022-05-29T14:00,67.8,5,2,0,9,598,514,84,752.5
2022-05-29T15:00,70.1,41,44,3,0,741,622,119,796.5
2022-05-29T16:00,71.9,74,75,11,0,783,553,230,717.1
2022-05-29T17:00,73,82,60,46,0,736,498,238,582.6
2022-05-29T18:00,74.5,67,21,80,0,709,406,303,484.7
2022-05-29T19:00,76.5,57,1,94,0,689,386,303,436.9
2022-05-29T20:00,76.5,3,0,5,0,571,268,303,370.3
2022-05-29T21:00,76.9,0,0,0,0,627,494,133,530.3
2022-05-29T22:00,76.2,0,0,0,0,451,341,110,713.9
2022-05-29T23:00,74,2,1,2,0,281,205,76,624.5
2022-05-30T00:00,71.9,1,0,1,0,117,74,43,520.6
2022-05-30T01:00,68.8,8,0,0,25,10,4,6,91.8
2022-05-30T02:00,66.5,24,0,0,79,0,0,0,0
2022-05-30T03:00,64.7,19,0,0,64,0,0,0,0
2022-05-30T04:00,63,22,0,0,73,0,0,0,0
2022-05-30T05:00,61.8,26,2,2,77,0,0,0,0
2022-05-30T06:00,60.8,13,0,0,42,0,0,0,0
2022-05-30T07:00,60.6,17,0,0,55,0,0,0,0
2022-05-30T08:00,60.2,13,0,0,43,0,0,0,0
2022-05-30T09:00,59.9,21,0,1,69,0,0,0,0
2022-05-30T10:00,59.5,34,0,14,86,4,1,3,0
2022-05-30T11:00,61.9,50,0,56,54,84,37,47,138.6
2022-05-30T12:00,66.9,64,0,87,38,195,108,87,294.5
2022-05-30T13:00,70.6,27,0,34,21,292,153,139,313.7
2022-05-30T14:00,73,5,0,0,18,436,295,141,372.3
2022-05-30T15:00,75.4,0,0,0,1,586,389,197,472.5
2022-05-30T16:00,78.5,1,1,0,0,717,531,186,540.7
2022-05-30T17:00,82,11,7,0,15,903,789,114,731.1
2022-05-30T18:00,84.1,20,15,0,21,907,788,119,859.1
2022-05-30T19:00,85.8,19,0,0,62,879,774,105,861.9
2022-05-30T20:00,86.4,28,1,0,89,778,673,105,861.6
2022-05-30T21:00,86.4,29,0,0,98,634,531,103,816.8
2022-05-30T22:00,85.5,29,0,0,98,462,367,95,748.8
2022-05-30T23:00,82.6,29,0,0,98,277,195,82,635
2022-05-31T00:00,80.4,30,0,0,100,111,60,51,458.1
2022-05-31T01:00,76.9,30,0,0,100,10,2,8,75
2022-05-31T02:00,74.4,30,0,0,99,0,0,0,0
2022-05-31T03:00,72.6,30,0,0,100,0,0,0,0
2022-05-31T04:00,71.6,30,0,0,99,0,0,0,0
2022-05-31T05:00,71.1,30,0,0,100,0,0,0,0
2022-05-31T06:00,70.3,30,0,0,100,0,0,0,0
2022-05-31T07:00,69.2,30,0,0,100,0,0,0,0
2022-05-31T08:00,68.4,30,0,0,100,0,0,0,0
2022-05-31T09:00,67.6,16,0,0,54,0,0,0,0
2022-05-31T10:00,67.6,16,13,7,1,5,2,3,0
2022-05-31T11:00,69,20,10,9,18,94,57,37,217.4
2022-05-31T12:00,74.4,32,8,8,67,262,199,63,492.6
2022-05-31T13:00,78.1,41,12,12,78,444,365,79,669.4
2022-05-31T14:00,80.9,44,10,16,85,612,519,93,759.8
2022-05-31T15:00,83.4,40,3,14,95,755,645,110,808.4
2022-05-31T16:00,84.8,51,0,40,91,810,670,140,799.3
2022-05-31T17:00,85.5,48,1,31,96,746,567,179,681
2022-05-31T18:00,86.8,46,1,27,97,849,683,166,669
2022-05-31T19:00,87.3,40,1,17,96,774,580,194,702.4
2022-05-31T20:00,87,40,0,19,94,659,475,184,624.5
2022-05-31T21:00,86.3,40,0,18,96,498,343,155,544.7
2022-05-31T22:00,85.5,47,0,33,90,425,311,114,550.2
2022-05-31T23:00,82.9,49,0,40,84,246,173,73,550.8
2022-06-01T00:00,81.4,41,1,25,84,115,66,49,440.6
2022-06-01T01:00,78.3,33,1,13,82,11,4,7,88.4
2022-06-01T02:00,76,28,0,5,84,0,0,0,0
2022-06-01T03:00,73.4,20,1,7,51,0,0,0,0
2022-06-01T04:00,71.8,39,1,27,72,0,0,0,0
2022-06-01T05:00,69.4,52,9,30,85,0,0,0,0
2022-06-01T06:00,68.2,47,8,16,100,0,0,0,0
2022-06-01T07:00,67.8,56,10,28,99,0,0,0,0
2022-06-01T08:00,67,50,8,25,92,0,0,0,0
2022-06-01T09:00,67,20,5,16,20,0,0,0,0
2022-06-01T10:00,66,73,19,84,19,5,1,4,0
2022-06-01T11:00,68.5,75,9,67,89,87,47,40,164.8
2022-06-01T12:00,73.5,64,3,55,94,226,153,73,395.7
2022-06-01T13:00,76.9,55,4,35,100,292,204,88,438.1
2022-06-01T14:00,79.2,57,7,34,100,437,297,140,427.6
2022-06-01T15:00,81,36,0,10,100,532,301,231,418.9
2022-06-01T16:00,83,43,2,19,100,635,334,301,378.9
2022-06-01T17:00,83.6,38,5,5,100,638,339,299,379.8
2022-06-01T18:00,80.4,41,2,15,100,540,181,359,276.3
2022-06-01T19:00,80.1,43,5,15,98,642,266,376,243.3
2022-06-01T20:00,80.4,47,10,17,94,405,156,249,250.6
2022-06-01T21:00,80.2,56,21,14,95,299,159,140,208.7
2022-06-01T22:00,79.3,74,14,54,96,293,137,156,252.8
2022-06-01T23:00,75.1,61,12,35,97,163,60,103,220.8
2022-06-02T00:00,73,100,75,23,96,53,12,41,117
2022-06-02T01:00,71.7,100,100,42,99,6,1,5,15.8
2022-06-02T02:00,70.3,100,100,50,95,0,0,0,0
2022-06-02T03:00,69,100,100,49,98,0,0,0,0
2022-06-02T04:00,68,100,100,71,99,0,0,0,0
2022-06-02T05:00,67.3,100,92,71,90,0,0,0,0
2022-06-02T06:00,65.7,100,76,11,95,0,0,0,0
2022-06-02T07:00,66.4,81,55,2,100,0,0,0,0
2022-06-02T08:00,65.1,59,33,0,99,0,0,0,0
2022-06-02T09:00,63.5,46,18,0,100,0,0,0,0
2022-06-02T10:00,62.2,48,20,0,100,4,0,4,0
2022-06-02T11:00,61.8,41,12,0,100,64,12,52,37.5
2022-06-02T12:00,62.2,35,5,0,100,170,30,140,82.3
2022-06-02T13:00,63.8,35,1,6,100,329,102,227,145.3
2022-06-02T14:00,66.2,35,0,11,95,446,142,304,212.7
2022-06-02T15:00,68.6,32,2,4,92,539,176,363,219.1
2022-06-02T16:00,70.5,36,7,1,96,595,210,385,232.8
