,time,temperature_2m (°F),relativehumidity_2m (%),dewpoint_2m (°F),apparent_temperature (°F),pressure_msl (hPa),surface_pressure (hPa),precipitation (inch),rain (inch),snowfall (inch),weathercode (wmo code),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (mp/h),windspeed_100m (mp/h),chilled_water,steam,electricity,temperature_2m (°F)^2,temperature_2m (°F)^3
9713,2022-06-14 09:00:00-04:00,67.2,58,52.1,67.4,1015.6,982.4,0.0,0.0,0.0,1,45,0,38,73,427,320,107,613.7,0.9,1.2,6839.221,66.5970225,22.56038,4515.84,303464.44800000003
9714,2022-06-14 10:00:00-04:00,70.0,51,50.8,70.3,1015.3,982.2,0.0,0.0,0.0,1,33,0,8,95,626,522,104,707.3,1.9,2.6,8614.01575,65.48702,22.9541325,4900.0,343000.0
9715,2022-06-14 11:00:00-04:00,72.4,47,51.3,74.0,1015.3,982.4,0.0,0.0,0.0,1,28,0,0,93,771,647,124,805.7,3.1,4.3,9444.52075,62.1082925,23.29962,5241.760000000001,379503.4240000001
9716,2022-06-14 12:00:00-04:00,74.5,46,52.1,77.2,1015.4,982.6,0.0,0.0,0.0,0,14,0,0,48,889,782,107,852.2,4.1,5.6,10088.49675,61.7898575,23.185655,5550.25,413493.625
9717,2022-06-14 13:00:00-04:00,76.0,44,52.8,79.0,1015.3,982.6,0.0,0.0,0.0,0,1,0,0,4,944,821,123,883.2,5.0,6.7,10642.4725,60.80991,23.3038925,5776.0,438976.0
9718,2022-06-14 14:00:00-04:00,77.1,44,53.5,79.9,1015.2,982.6,0.0,0.0,0.0,0,4,4,0,0,962,863,99,899.3,6.1,8.3,11153.955,62.7371325,23.4164175,5944.409999999999,458314.0109999999
9719,2022-06-14 15:00:00-04:00,77.2,48,55.9,80.0,1015.4,982.8,0.0,0.0,0.0,0,3,3,0,0,910,810,100,913.4,6.5,9.0,11309.8975,59.6862525,23.1987925,5959.84,460099.64800000004
9720,2022-06-14 16:00:00-04:00,77.1,48,56.0,79.0,1015.3,982.7,0.0,0.0,0.0,0,0,0,0,0,813,717,96,892.6,6.5,9.2,11623.9675,59.89711,22.7822725,5944.409999999999,458314.0109999999
9721,2022-06-14 17:00:00-04:00,76.4,50,56.1,77.1,1015.2,982.5,0.0,0.0,0.0,0,0,0,0,0,673,583,90,863.3,6.0,8.5,11176.0775,59.7375675,22.2377875,5836.960000000001,445943.7440000001
9722,2022-06-14 18:00:00-04:00,75.1,53,56.7,74.7,1014.4,981.7,0.0,0.0,0.0,0,0,0,0,0,503,421,82,811.7,5.9,8.9,10584.7925,59.2275225,21.5573275,5640.009999999999,423564.75099999993
9723,2022-06-14 19:00:00-04:00,73.1,62,59.3,74.1,1014.8,982.0,0.0,0.0,0.0,0,0,0,0,0,320,253,67,732.2,5.0,9.6,9795.27375,57.7993275,20.948385,5343.609999999999,390617.8909999999
9724,2022-06-14 20:00:00-04:00,70.6,70,60.5,72.1,1015.4,982.4,0.0,0.0,0.0,0,0,0,0,0,143,97,46,593.0,5.0,10.4,8710.76925,57.1260675,20.0425,4984.359999999999,351895.81599999993
9725,2022-06-14 21:00:00-04:00,68.3,75,60.0,69.9,1015.9,982.7,0.0,0.0,0.0,0,0,0,0,0,20,9,11,170.6,4.2,9.9,7944.4285,58.16063,19.55457,4664.889999999999,318611.98699999996
9726,2022-06-14 22:00:00-04:00,66.4,79,59.7,67.7,1016.2,982.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,4.6,7.4,6797.0665,59.075185,18.725695,4408.960000000001,292754.9440000001
9727,2022-06-14 23:00:00-04:00,64.9,82,59.4,67.3,1016.3,982.9,0.0,0.0,0.0,0,4,0,0,12,0,0,0,0.0,1.8,4.9,6179.20725,60.857475,18.184785,4212.010000000001,273359.4490000001
9728,2022-06-15 00:00:00-04:00,66.0,76,58.2,67.9,1016.6,983.3,0.0,0.0,0.0,0,15,0,0,49,0,0,0,0.0,1.8,3.9,5666.91925,62.2309725,18.0003175,4356.0,287496.0
9729,2022-06-15 01:00:00-04:00,64.6,79,58.0,65.9,1016.7,983.3,0.0,0.0,0.0,1,25,0,0,83,0,0,0,0.0,3.0,3.8,5087.02725,60.9176075,17.80575,4173.159999999999,269586.13599999994
9730,2022-06-15 02:00:00-04:00,62.8,83,57.6,64.2,1016.8,983.2,0.0,0.0,0.0,0,9,0,0,31,0,0,0,0.0,2.6,2.9,4486.2125,67.1754325,17.709195,3943.8399999999997,247673.15199999997
9731,2022-06-15 03:00:00-04:00,62.3,83,57.1,63.4,1017.0,983.4,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0.0,3.0,3.2,4396.42825,66.943435,17.6802525,3881.2899999999995,241804.36699999997
9732,2022-06-15 04:00:00-04:00,59.0,90,56.0,59.5,1017.1,983.3,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0.0,3.3,5.1,4168.67025,72.120915,17.8242225,3481.0,205379.0
9733,2022-06-15 05:00:00-04:00,57.5,92,55.3,57.6,1017.2,983.3,0.0,0.0,0.0,0,2,0,3,0,0,0,0,0.0,3.6,5.8,4127.43725,77.170725,18.559995,3306.25,190109.375
9734,2022-06-15 06:00:00-04:00,56.9,94,55.1,56.5,1017.5,983.6,0.0,0.0,0.0,0,4,0,7,0,7,2,5,0.0,4.9,8.5,4591.24925,78.7602175,19.9969475,3237.6099999999997,184220.009
9735,2022-06-15 07:00:00-04:00,60.3,92,57.9,60.7,1017.7,984.0,0.0,0.0,0.0,0,2,0,4,0,103,66,37,231.1,5.2,9.1,5503.9755,73.9936475,21.0050575,3636.0899999999997,219256.22699999996
9736,2022-06-15 08:00:00-04:00,67.1,80,60.7,69.0,1018.1,984.8,0.0,0.0,0.0,0,1,0,1,0,271,208,63,522.2,4.2,9.2,7561.71675,70.0019575,22.4736125,4502.409999999999,302111.71099999995
9737,2022-06-15 09:00:00-04:00,71.7,69,61.2,73.6,1018.5,985.4,0.0,0.0,0.0,0,1,0,0,2,453,374,79,681.8,4.6,7.4,10340.98125,69.86481,23.4086275,5140.89,368601.813
9738,2022-06-15 10:00:00-04:00,75.2,59,59.9,77.0,1018.4,985.6,0.0,0.0,0.0,0,10,0,1,30,625,534,91,774.9,5.6,8.3,11338.1425,68.1550375,23.8289225,5655.040000000001,425259.00800000003
9739,2022-06-15 11:00:00-04:00,77.7,51,58.4,80.3,1018.6,985.9,0.0,0.0,0.0,1,27,0,4,81,758,641,117,810.0,5.7,8.4,11973.26,64.13605,24.1362725,6037.290000000001,469097.4330000001
9740,2022-06-15 12:00:00-04:00,79.9,47,57.9,83.7,1018.7,986.1,0.0,0.0,0.0,1,29,0,2,93,863,727,136,816.9,5.0,6.9,12088.7525,65.126405,24.0874075,6384.010000000001,510082.3990000001
9741,2022-06-15 13:00:00-04:00,81.8,44,57.9,86.3,1018.4,986.0,0.0,0.0,0.0,1,32,0,3,99,919,763,156,823.1,4.8,6.4,12819.325,64.4050725,24.3019325,6691.24,547343.4319999999
9742,2022-06-15 14:00:00-04:00,83.2,43,58.2,87.0,1017.6,985.3,0.0,0.0,0.0,1,31,0,2,99,906,707,199,801.8,6.2,8.8,12990.315,63.4443,24.447955,6922.240000000001,575930.368
9743,2022-06-15 15:00:00-04:00,82.9,46,60.2,84.5,1016.8,984.5,0.0,0.0,0.0,1,31,0,1,100,670,318,352,544.6,7.3,10.7,13974.7375,63.3793625,23.9632825,6872.410000000001,569722.7890000001
9744,2022-06-15 16:00:00-04:00,83.8,47,61.4,86.1,1015.9,983.7,0.0,0.0,0.0,1,33,4,1,97,702,475,227,445.6,7.6,11.4,14151.06,61.254855,23.761485,7022.44,588480.472
9745,2022-06-15 17:00:00-04:00,84.2,49,63.0,86.4,1015.1,982.9,0.0,0.0,0.0,1,39,16,8,66,612,479,133,647.8,7.3,11.4,14272.3175,59.9650175,22.7993775,7089.64,596947.6880000001
9746,2022-06-15 18:00:00-04:00,83.6,55,65.7,87.0,1015.7,983.4,0.0,0.0,0.0,0,20,3,7,42,453,345,108,676.0,5.6,8.9,14260.9975,55.93953,22.3522325,6988.959999999999,584277.0559999999
9747,2022-06-15 19:00:00-04:00,80.9,64,67.7,84.6,1014.3,981.9,0.0,0.0,0.0,0,6,2,5,5,246,163,83,537.8,7.2,13.9,13838.38,57.5968025,21.662835,6544.810000000001,529475.1290000001
9748,2022-06-15 20:00:00-04:00,77.9,70,67.3,81.3,1014.3,981.8,0.0,0.0,0.0,0,4,0,5,4,110,68,42,390.7,7.6,15.7,13102.8975,56.51332,20.9684725,6068.410000000001,472729.1390000001
9749,2022-06-15 21:00:00-04:00,75.2,73,66.0,77.7,1014.8,982.1,0.0,0.0,0.0,1,38,12,32,25,12,5,7,119.0,8.2,17.9,12351.1825,56.7007225,20.339715,5655.040000000001,425259.00800000003
9750,2022-06-15 22:00:00-04:00,74.1,77,66.6,77.5,1015.4,982.6,0.008,0.008,0.0,51,64,16,45,74,0,0,0,0.0,6.7,16.5,11198.8525,55.735555,19.7094225,5490.8099999999995,406869.0209999999
9751,2022-06-15 23:00:00-04:00,73.0,83,67.5,76.5,1015.5,982.6,0.008,0.008,0.0,51,62,9,40,99,0,0,0,0.0,7.8,16.2,10763.025,56.03943,19.0888225,5329.0,389017.0
9752,2022-06-16 00:00:00-04:00,71.9,89,68.4,75.2,1015.4,982.5,0.012,0.012,0.0,51,72,31,24,100,0,0,0,0.0,9.1,17.9,10859.47,54.5396425,18.7581425,5169.610000000001,371694.9590000001
9753,2022-06-16 01:00:00-04:00,70.1,95,68.7,73.2,1015.9,982.8,0.189,0.189,0.0,63,100,93,73,99,0,0,0,0.0,9.9,18.8,10956.1975,55.04787,18.5754825,4914.009999999999,344472.1009999999
9754,2022-06-16 02:00:00-04:00,69.7,96,68.5,72.5,1016.7,983.6,0.256,0.256,0.0,63,98,70,8,100,0,0,0,0.0,10.5,19.8,10857.2525,56.05496,18.48808,4858.09,338608.873
9755,2022-06-16 03:00:00-04:00,69.4,96,68.3,71.1,1016.4,983.3,0.051,0.051,0.0,61,82,42,23,100,0,0,0,0.0,12.8,22.9,11012.2875,57.75468,18.4392375,4816.360000000001,334255.3840000001
9756,2022-06-16 04:00:00-04:00,69.1,96,67.8,70.8,1015.9,982.8,0.0,0.0,0.0,1,36,0,10,100,0,0,0,0.0,12.2,22.6,10826.28,59.9683925,18.58109,4774.8099999999995,329939.3709999999
9757,2022-06-16 05:00:00-04:00,68.3,96,67.0,70.1,1015.2,982.0,0.0,0.0,0.0,1,34,1,7,97,0,0,0,0.0,11.1,21.1,10910.6175,63.622305,19.3527275,4664.889999999999,318611.98699999996
9758,2022-06-16 06:00:00-04:00,67.6,96,66.4,69.6,1014.5,981.3,0.0,0.0,0.0,1,37,2,10,97,5,0,5,0.0,9.8,20.2,11789.0825,66.2024525,20.5406275,4569.759999999999,308915.7759999999
9759,2022-06-16 07:00:00-04:00,67.6,95,66.2,69.4,1015.3,982.1,0.0,0.0,0.0,1,45,1,31,85,64,20,44,52.2,10.1,20.2,11499.2825,68.80325,21.4954275,4569.759999999999,308915.7759999999
9760,2022-06-16 08:00:00-04:00,68.6,93,66.6,70.4,1015.0,981.9,0.0,0.0,0.0,1,45,3,28,86,187,115,72,230.7,10.6,19.9,11926.0775,67.870145,22.906515,4705.959999999999,322828.8559999999
9761,2022-06-16 09:00:00-04:00,71.4,87,67.3,73.5,1015.1,982.1,0.0,0.0,0.0,1,33,8,13,61,382,250,132,423.3,10.6,19.0,13094.7825,64.543125,24.20886,5097.960000000001,363994.3440000001
9762,2022-06-16 10:00:00-04:00,74.8,81,68.7,77.3,1014.3,981.6,0.0,0.0,0.0,1,44,13,11,87,532,354,178,515.5,11.4,18.1,14062.7775,65.8020375,24.72339,5595.04,418508.99199999997
9763,2022-06-16 11:00:00-04:00,78.3,76,70.0,82.4,1013.7,981.2,0.0,0.0,0.0,1,25,8,1,57,681,493,188,579.2,11.9,18.1,15044.3325,66.64002,24.6998275,6130.889999999999,480048.687
9764,2022-06-16 12:00:00-04:00,81.4,70,70.6,86.5,1013.1,980.8,0.0,0.0,0.0,1,33,12,0,75,788,560,228,632.3,12.6,19.2,16276.325,63.3341725,24.752655,6625.960000000001,539353.1440000001
9765,2022-06-16 13:00:00-04:00,83.9,66,71.1,89.3,1012.4,980.3,0.0,0.0,0.0,1,25,14,0,41,829,591,238,638.6,13.3,20.3,17004.1975,62.712765,24.8136975,7039.210000000001,590589.7190000002
9766,2022-06-16 14:00:00-04:00,84.7,65,71.8,89.2,1011.5,979.4,0.004,0.004,0.0,51,43,34,9,23,695,485,210,572.6,13.7,21.0,18438.5475,61.795425,24.7116525,7174.09,607645.4230000001
9767,2022-06-16 15:00:00-04:00,84.3,65,71.1,89.9,1010.5,978.4,0.004,0.004,0.0,51,69,44,37,24,755,526,229,545.8,11.5,18.4,18148.8675,59.8099475,24.702115,7106.49,599077.107
9768,2022-06-16 16:00:00-04:00,84.7,65,71.5,90.3,1009.5,977.5,0.0,0.0,0.0,2,69,32,18,98,654,469,185,595.6,9.9,16.7,18301.0425,59.17592,24.570935,7174.09,607645.4230000001
9769,2022-06-16 17:00:00-04:00,83.1,72,73.0,89.2,1009.8,977.7,0.177,0.177,0.0,63,66,28,18,100,410,193,217,440.4,8.4,15.2,18462.035,58.8329325,24.1376525,6905.609999999999,573856.1909999999
9770,2022-06-16 18:00:00-04:00,76.2,89,72.9,82.2,1010.2,977.7,0.343,0.343,0.0,65,56,15,21,100,72,0,72,127.1,8.5,18.4,17086.21,57.68188,23.82225,5806.4400000000005,442450.72800000006
9771,2022-06-16 19:00:00-04:00,74.5,94,72.5,81.1,1010.3,977.7,0.028,0.028,0.0,53,66,18,33,100,70,16,54,12.7,6.5,15.2,18694.695,59.241575,23.46532,5550.25,413493.625
9772,2022-06-16 20:00:00-04:00,74.2,94,72.5,81.8,1010.1,977.5,0.0,0.0,0.0,3,100,39,69,94,54,8,46,44.0,4.2,11.4,18916.0475,57.88454,22.6069675,5505.64,408518.48800000007
9773,2022-06-16 21:00:00-04:00,73.8,96,72.6,80.5,1009.9,977.3,0.004,0.004,0.0,51,65,19,43,72,11,1,10,15.0,6.6,14.5,18212.9,57.745255,22.17857,5446.44,401947.27199999994
9774,2022-06-16 22:00:00-04:00,73.2,96,72.0,78.8,1009.9,977.2,0.0,0.0,0.0,1,36,8,24,47,0,0,0,0.0,8.4,17.4,17340.79,56.76447,21.4789575,5358.240000000001,392223.16800000006
9775,2022-06-16 23:00:00-04:00,72.4,97,71.4,77.3,1009.4,976.7,0.0,0.0,0.0,0,6,2,5,3,0,0,0,0.0,9.1,19.0,16859.3175,53.6223125,20.869415,5241.760000000001,379503.4240000001
9776,2022-06-17 00:00:00-04:00,71.6,97,70.7,76.3,1008.9,976.1,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0.0,8.6,18.8,15950.0325,50.245705,20.446765,5126.5599999999995,367061.69599999994
9777,2022-06-17 01:00:00-04:00,71.1,97,70.1,75.5,1008.5,975.7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,8.6,18.9,15435.75,54.57401,20.3911175,5055.209999999999,359425.4309999999
9778,2022-06-17 02:00:00-04:00,70.4,96,69.3,74.2,1007.3,974.5,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0.0,9.1,19.5,15519.405,53.69745,20.2643275,4956.160000000001,348913.6640000001
9779,2022-06-17 03:00:00-04:00,71.1,96,69.8,75.0,1006.6,973.9,0.0,0.0,0.0,0,17,0,29,0,0,0,0,0.0,9.5,20.1,14166.4725,55.229455,19.7452925,5055.209999999999,359425.4309999999
9780,2022-06-17 04:00:00-04:00,70.8,93,68.7,73.9,1006.3,973.6,0.004,0.004,0.0,51,13,0,22,0,0,0,0,0.0,10.0,20.4,13355.7175,54.01329,19.5696725,5012.639999999999,354894.91199999995
9781,2022-06-17 05:00:00-04:00,70.6,93,68.4,74.2,1007.0,974.3,0.0,0.0,0.0,0,4,0,6,0,0,0,0,0.0,8.3,17.4,12835.09,57.6591425,20.0080325,4984.359999999999,351895.81599999993
9782,2022-06-17 06:00:00-04:00,70.2,93,68.2,75.2,1006.7,973.9,0.0,0.0,0.0,0,6,3,5,0,7,2,5,0.0,5.0,12.9,13116.4925,58.344055,20.82155,4928.04,345948.40800000005
9783,2022-06-17 07:00:00-04:00,71.0,93,68.9,76.7,1007.2,974.5,0.0,0.0,0.0,0,11,7,8,0,92,55,37,197.5,3.9,10.8,13644.47,56.78695,21.8387375,5041.0,357911.0
9784,2022-06-17 08:00:00-04:00,72.9,88,69.2,79.0,1007.0,974.4,0.0,0.0,0.0,0,2,2,1,0,262,194,68,465.6,3.3,7.9,13984.2425,63.32048,23.0219575,5314.410000000001,387420.4890000001
9785,2022-06-17 09:00:00-04:00,74.5,75,66.0,78.5,1007.0,974.5,0.0,0.0,0.0,0,13,0,21,0,427,347,80,637.7,4.6,7.9,13508.0375,60.1298225,23.8948175,5550.25,413493.625
9786,2022-06-17 10:00:00-04:00,75.3,63,62.0,75.6,1006.7,974.2,0.004,0.004,0.0,51,29,2,45,0,583,483,100,717.7,10.0,15.0,12717.555,63.1287375,23.974175,5670.089999999999,426957.77699999994
9787,2022-06-17 11:00:00-04:00,75.4,61,60.9,74.8,1006.6,974.2,0.004,0.004,0.0,51,29,9,35,0,584,440,144,648.1,10.9,16.7,12460.135,64.3954825,24.0300525,5685.160000000001,428661.0640000001
9788,2022-06-17 12:00:00-04:00,75.7,59,60.3,75.0,1006.6,974.2,0.0,0.0,0.0,1,30,1,48,0,620,448,172,520.9,11.5,17.8,12032.0525,64.019505,24.02002,5730.490000000001,433798.09300000005
9789,2022-06-17 13:00:00-04:00,77.1,53,58.7,76.7,1006.3,974.0,0.0,0.0,0.0,1,27,3,41,0,790,566,224,548.9,12.9,20.0,11717.2175,63.5979325,23.690755,5944.409999999999,458314.0109999999
9790,2022-06-17 14:00:00-04:00,77.7,49,57.0,77.2,1006.0,973.7,0.0,0.0,0.0,1,22,4,30,0,839,674,165,665.6,12.7,19.9,11723.5875,65.56178,23.419815,6037.290000000001,469097.4330000001
9791,2022-06-17 15:00:00-04:00,77.7,47,55.9,76.1,1005.7,973.4,0.0,0.0,0.0,0,17,3,24,0,762,630,132,714.2,12.7,19.8,11913.025,61.00171,23.0782575,6037.290000000001,469097.4330000001
9792,2022-06-17 16:00:00-04:00,77.4,47,55.8,75.1,1005.6,973.3,0.0,0.0,0.0,0,15,1,23,0,680,565,115,696.7,12.4,19.1,11838.2475,62.18961,22.6329375,5990.760000000001,463684.8240000001
9793,2022-06-17 17:00:00-04:00,76.8,47,55.3,74.0,1005.1,972.8,0.0,0.0,0.0,0,11,0,18,0,588,471,117,688.4,11.4,18.0,11474.255,60.98786,21.9858625,5898.24,452984.83199999994
9794,2022-06-17 18:00:00-04:00,76.1,50,56.4,73.9,1004.7,972.4,0.0,0.0,0.0,1,38,0,64,0,433,326,107,645.1,10.0,16.5,11062.535,57.42445,21.5850275,5791.209999999999,440711.0809999999
9795,2022-06-17 19:00:00-04:00,73.8,55,56.6,71.6,1005.2,972.7,0.0,0.0,0.0,1,42,4,64,0,226,159,67,515.8,10.4,18.3,10310.62875,57.22406,20.8405025,5446.44,401947.27199999994
9796,2022-06-17 20:00:00-04:00,71.8,57,55.6,69.6,1005.2,972.6,0.0,0.0,0.0,2,50,19,55,0,81,48,33,328.3,9.2,16.8,9164.08025,56.92451,20.058265,5155.24,370146.23199999996
9797,2022-06-17 21:00:00-04:00,70.1,59,54.9,67.8,1005.4,972.7,0.0,0.0,0.0,1,41,16,44,0,16,7,9,88.8,9.1,16.6,8994.523,57.17761,19.62781,4914.009999999999,344472.1009999999
9798,2022-06-17 22:00:00-04:00,68.4,62,54.9,65.1,1005.9,973.1,0.0,0.0,0.0,1,31,16,28,0,0,0,0,0.0,11.5,20.3,8233.0785,56.183945,18.94198,4678.56,320013.5040000001
9799,2022-06-17 23:00:00-04:00,66.6,64,53.9,62.5,1006.5,973.5,0.0,0.0,0.0,1,22,16,12,0,0,0,0,0.0,12.5,21.5,6848.65125,59.071675,18.437755,4435.5599999999995,295408.2959999999
9800,2022-06-18 00:00:00-04:00,64.2,66,52.8,60.1,1006.8,973.7,0.0,0.0,0.0,2,68,51,37,0,0,0,0,0.0,11.8,20.1,5704.5025,59.8637175,17.82599,4121.64,264609.28800000006
9801,2022-06-18 01:00:00-04:00,62.2,70,52.3,58.1,1006.9,973.6,0.0,0.0,0.0,3,100,100,79,0,0,0,0,0.0,11.5,19.3,5349.27775,58.4864125,17.6635425,3868.84,240641.84800000003
9802,2022-06-18 02:00:00-04:00,60.9,75,52.8,56.8,1007.3,973.9,0.008,0.008,0.0,51,100,100,75,2,0,0,0,0.0,11.7,19.4,4901.429,54.9304675,17.591175,3708.81,225866.52899999998
9803,2022-06-18 03:00:00-04:00,59.9,76,52.4,55.7,1007.8,974.4,0.008,0.008,0.0,51,100,100,61,2,0,0,0,0.0,11.6,18.9,4051.32825,83.68264,17.60517,3588.0099999999998,214921.799
9804,2022-06-18 04:00:00-04:00,57.7,79,51.2,53.5,1008.4,974.8,0.004,0.004,0.0,51,100,99,50,16,0,0,0,0.0,10.9,17.7,3285.67925,92.6250525,17.752135,3329.2900000000004,192100.03300000002
9805,2022-06-18 05:00:00-04:00,56.5,74,48.3,51.5,1009.0,975.3,0.0,0.0,0.0,3,100,100,64,42,0,0,0,0.0,10.8,17.4,3257.183,88.1097275,17.92017,3192.25,180362.125
9806,2022-06-18 06:00:00-04:00,56.0,71,46.6,50.6,1010.0,976.2,0.0,0.0,0.0,3,100,100,100,24,2,0,2,0.0,10.7,16.8,3260.6375,92.286905,18.657925,3136.0,175616.0
9807,2022-06-18 07:00:00-04:00,55.8,70,46.2,50.0,1010.6,976.8,0.0,0.0,0.0,3,100,100,100,5,19,0,19,0.0,11.4,18.1,3275.92575,97.250575,19.224795,3113.64,173741.11199999996
9808,2022-06-18 08:00:00-04:00,55.6,70,46.1,49.4,1011.4,977.6,0.0,0.0,0.0,3,100,100,100,0,50,0,50,0.0,12.2,19.5,3303.9495,90.49777,19.5832125,3091.36,171879.616
9809,2022-06-18 09:00:00-04:00,55.3,71,46.2,48.8,1012.0,978.1,0.0,0.0,0.0,3,100,100,100,0,96,0,96,0.0,13.0,20.4,3461.5985,89.68238,19.86711,3058.0899999999997,169112.37699999998
9810,2022-06-18 10:00:00-04:00,54.6,72,45.7,47.8,1012.5,978.6,0.0,0.0,0.0,3,100,100,97,0,106,10,96,8.1,13.4,20.7,3447.5375,90.6994375,20.0355575,2981.1600000000003,162771.336
9811,2022-06-18 11:00:00-04:00,54.2,71,45.0,47.4,1012.9,978.9,0.0,0.0,0.0,3,100,100,69,0,131,0,131,6.5,13.1,20.1,3294.012,86.3922325,20.1720675,2937.6400000000003,159220.08800000002
9812,2022-06-18 12:00:00-04:00,54.4,70,44.9,47.6,1013.3,979.3,0.0,0.0,0.0,3,99,100,15,0,218,41,177,21.0,12.9,19.7,3518.79,85.0956825,20.4317525,2959.3599999999997,160989.18399999998
9813,2022-06-18 13:00:00-04:00,55.7,67,44.8,48.7,1013.4,979.5,0.0,0.0,0.0,3,91,100,1,0,335,69,266,59.5,13.2,20.6,3681.053,83.01484,20.4795675,3102.4900000000002,172808.69300000003
9814,2022-06-18 14:00:00-04:00,57.0,62,44.3,49.3,1013.4,979.6,0.0,0.0,0.0,2,60,66,1,0,357,122,235,92.6,14.9,22.5,4327.16725,76.8828475,20.4015375,3249.0,185193.0
9815,2022-06-18 15:00:00-04:00,60.2,55,44.1,53.2,1013.5,979.9,0.0,0.0,0.0,0,19,20,2,0,640,330,310,242.0,14.6,22.4,4727.17225,71.651065,20.2586875,3624.0400000000004,218167.20800000004
9816,2022-06-18 16:00:00-04:00,61.9,49,42.5,54.7,1013.4,979.9,0.0,0.0,0.0,0,7,5,4,0,674,432,242,444.8,15.0,22.7,5094.34575,68.673535,19.8214275,3831.6099999999997,237176.65899999999
9817,2022-06-18 17:00:00-04:00,62.6,45,41.2,55.2,1013.4,979.9,0.0,0.0,0.0,0,6,2,7,0,688,564,124,673.1,15.1,23.2,5517.7045,66.3894,19.6559175,3918.76,245314.37600000002
9818,2022-06-18 18:00:00-04:00,62.8,44,40.5,55.2,1013.8,980.3,0.0,0.0,0.0,0,1,0,2,0,540,458,82,845.1,12.4,19.6,5673.55425,64.799655,19.5700425,3943.8399999999997,247673.15199999997
9819,2022-06-18 19:00:00-04:00,61.9,48,42.1,55.1,1014.0,980.5,0.0,0.0,0.0,0,1,0,2,0,321,235,86,741.1,11.4,19.0,5609.995,65.6865425,19.31464,3831.6099999999997,237176.65899999999
9820,2022-06-18 20:00:00-04:00,60.4,52,42.8,53.9,1014.4,980.8,0.0,0.0,0.0,0,1,0,1,0,137,89,48,533.0,11.1,19.5,5468.18275,65.96731,18.93504,3648.16,220348.86399999997
9821,2022-06-18 21:00:00-04:00,59.1,54,42.6,52.7,1014.7,981.0,0.0,0.0,0.0,0,2,0,4,0,21,11,10,165.3,10.8,19.6,4889.747,74.2281525,18.8669375,3492.81,206425.07100000003
9822,2022-06-18 22:00:00-04:00,58.0,58,43.2,51.8,1015.7,981.9,0.0,0.0,0.0,0,3,1,3,0,0,0,0,0.0,10.5,19.3,4349.01,77.105675,18.445545,3364.0,195112.0
9823,2022-06-18 23:00:00-04:00,57.5,59,43.3,51.4,1016.0,982.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,10.4,19.0,3992.679,79.025745,17.9146275,3306.25,190109.375
9824,2022-06-19 00:00:00-04:00,56.8,60,43.2,50.8,1016.6,982.7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,10.2,18.7,3763.64475,79.29253,17.7089975,3226.24,183250.43199999997
9825,2022-06-19 01:00:00-04:00,56.1,61,42.8,50.2,1017.0,983.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,9.8,18.0,3388.1265,93.10697,17.670925,3147.21,176558.481
9826,2022-06-19 02:00:00-04:00,55.8,61,42.6,50.0,1017.4,983.4,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,9.3,17.3,3089.038,89.2118475,17.4819825,3113.64,173741.11199999996
9827,2022-06-19 03:00:00-04:00,54.3,65,43.0,48.7,1017.7,983.6,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,9.0,16.7,2805.848,91.41113,17.4121125,2948.49,160103.00699999998
9828,2022-06-19 04:00:00-04:00,53.4,68,43.0,48.0,1017.9,983.7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,8.6,16.0,2830.08525,97.1229075,17.5079625,2851.56,152273.30399999997
9829,2022-06-19 05:00:00-04:00,52.6,69,42.7,47.2,1018.3,984.0,0.0,0.0,0.0,0,3,3,0,0,0,0,0,0.0,8.6,15.8,2838.04125,104.574825,17.7505525,2766.76,145531.576
9830,2022-06-19 06:00:00-04:00,52.1,70,42.6,46.9,1019.0,984.7,0.0,0.0,0.0,0,3,3,0,0,7,3,4,0.0,7.8,14.4,2998.03,100.378145,18.276365,2714.4100000000003,141420.761
9831,2022-06-19 07:00:00-04:00,52.8,71,43.7,48.0,1019.5,985.2,0.0,0.0,0.0,0,2,2,0,0,111,71,40,266.6,7.4,14.0,3282.54125,91.3038775,18.934755,2787.8399999999997,147197.952
9832,2022-06-19 08:00:00-04:00,54.4,65,42.9,48.1,1020.2,986.0,0.0,0.0,0.0,0,2,2,0,0,288,223,65,563.4,10.8,16.8,3561.2575,82.7758475,19.16711,2959.3599999999997,160989.18399999998
