,time,temperature_2m (°F),relativehumidity_2m (%),dewpoint_2m (°F),apparent_temperature (°F),pressure_msl (hPa),surface_pressure (hPa),precipitation (inch),rain (inch),snowfall (inch),weathercode (wmo code),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (mp/h),windspeed_100m (mp/h),chilled_water,steam,electricity,temperature_2m (°F)^2,temperature_2m (°F)^3
122,2021-05-06 03:00:00-04:00,45.9,87,42.3,40.2,1015.6,981.0,0.0,0.0,0.0,1,29,23,13,0,0,0,0,0.0,9.2,16.5,2332.5295,115.553375,20.4297725,2106.81,96702.579
123,2021-05-06 04:00:00-04:00,45.4,87,41.9,39.7,1016.1,981.4,0.0,0.0,0.0,0,19,19,3,0,0,0,0,0.0,8.9,15.8,2361.64775,120.8347,20.6619325,2061.16,93576.66399999999
124,2021-05-06 05:00:00-04:00,44.3,88,41.1,38.6,1016.6,981.9,0.0,0.0,0.0,0,14,16,0,0,0,0,0,0.0,8.4,15.2,2318.52875,130.8638625,21.532505,1962.4899999999998,86938.30699999999
125,2021-05-06 06:00:00-04:00,43.8,88,40.5,38.4,1017.4,982.6,0.0,0.0,0.0,0,5,5,0,0,0,0,0,0.0,7.3,13.6,2474.15925,138.9369375,16.9367625,1918.4399999999998,84027.67199999998
126,2021-05-06 07:00:00-04:00,43.7,88,40.3,38.6,1018.0,983.2,0.0,0.0,0.0,0,1,1,0,0,51,28,23,0.0,6.5,12.8,2550.25575,133.9666375,23.5281375,1909.6900000000003,83453.45300000002
127,2021-05-06 08:00:00-04:00,45.0,80,39.0,39.0,1018.3,983.5,0.0,0.0,0.0,0,14,16,0,0,210,143,67,401.9,8.0,12.0,2525.60575,132.855725,24.6093225,2025.0,91125.0
128,2021-05-06 09:00:00-04:00,46.4,70,37.2,40.3,1018.6,983.9,0.0,0.0,0.0,0,14,15,0,0,372,262,110,544.3,7.5,11.0,2613.9845,122.7658571,25.391945,2152.96,99897.344
129,2021-05-06 10:00:00-04:00,48.6,59,35.1,42.7,1018.5,984.0,0.0,0.0,0.0,1,36,19,17,30,592,480,112,676.9,7.3,10.5,2763.54225,112.1685444,25.43204,2361.96,114791.25600000001
130,2021-05-06 11:00:00-04:00,50.7,51,33.2,45.9,1018.6,984.2,0.0,0.0,0.0,2,61,14,41,78,732,589,143,788.6,7.2,10.2,2905.7385,106.292225,25.50035,2570.4900000000002,130323.84300000002
131,2021-05-06 12:00:00-04:00,53.0,44,31.9,49.7,1018.3,984.1,0.0,0.0,0.0,2,55,0,49,86,875,719,156,822.3,6.5,9.1,2980.2545,101.64536,25.733115,2809.0,148877.0
132,2021-05-06 13:00:00-04:00,54.5,40,30.9,51.1,1017.8,983.7,0.0,0.0,0.0,1,37,5,26,55,901,723,178,832.9,7.0,9.9,3069.126,97.52119333,25.7615125,2970.25,161878.625
133,2021-05-06 14:00:00-04:00,56.0,36,29.7,51.9,1017.4,983.4,0.0,0.0,0.0,2,66,0,64,93,928,784,144,851.3,8.6,12.0,3178.701,94.5083075,25.6449725,3136.0,175616.0
135,2021-05-06 16:00:00-04:00,56.6,37,30.6,49.8,1016.2,982.3,0.0,0.0,0.0,2,77,0,79,99,654,374,280,569.6,8.9,13.2,3745.68575,106.49674,18.824525,3203.56,181321.496
136,2021-05-06 17:00:00-04:00,55.2,40,31.1,47.8,1015.7,981.7,0.0,0.0,0.0,2,79,0,83,97,471,207,264,408.2,8.2,12.3,3843.9835,99.050455,24.7027375,3047.0400000000004,168196.60800000004
137,2021-05-06 18:00:00-04:00,53.6,43,31.5,47.0,1015.8,981.7,0.0,0.0,0.0,1,47,6,26,87,322,130,192,293.2,6.4,9.6,3634.31025,92.71861286,24.0650475,2872.96,153990.65600000002
138,2021-05-06 19:00:00-04:00,52.0,48,32.8,46.4,1015.8,981.6,0.0,0.0,0.0,1,22,1,0,70,199,98,101,303.1,4.5,8.3,3362.93875,99.0311975,23.6562575,2704.0,140608.0
139,2021-05-06 20:00:00-04:00,49.5,55,34.0,44.6,1016.6,982.2,0.0,0.0,0.0,0,6,1,0,16,67,32,35,273.0,3.5,6.3,3130.84575,108.6415,23.24162,2450.25,121287.375
140,2021-05-06 21:00:00-04:00,47.3,63,35.2,43.0,1016.4,981.9,0.0,0.0,0.0,0,1,0,0,2,1,0,1,4.4,2.5,3.6,2546.75825,120.4235875,22.818555,2237.2899999999995,105823.81699999998
141,2021-05-06 22:00:00-04:00,47.4,54,31.6,42.9,1016.6,982.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.4,2.1,2429.464,124.8793,22.03953,2246.7599999999998,106496.42399999998
142,2021-05-06 23:00:00-04:00,46.4,57,32.0,41.7,1016.8,982.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2.0,0.9,2408.59275,135.9860429,21.4661025,2152.96,99897.344
143,2021-05-07 00:00:00-04:00,43.0,73,35.0,38.4,1016.1,981.3,0.0,0.0,0.0,0,3,0,1,9,0,0,0,0.0,2.9,1.7,2384.43725,129.3571111,21.0324675,1849.0,79507.0
144,2021-05-07 01:00:00-04:00,40.9,81,35.4,36.1,1016.2,981.2,0.0,0.0,0.0,1,38,0,32,62,0,0,0,0.0,3.6,2.8,2356.06275,138.85765,20.75476375,1672.81,68417.92899999999
145,2021-05-07 02:00:00-04:00,39.8,83,35.1,34.8,1015.5,980.5,0.0,0.0,0.0,2,70,0,79,74,0,0,0,0.0,4.1,3.8,2278.4585,141.9811429,20.731645,1584.0399999999997,63044.79199999999
146,2021-05-07 03:00:00-04:00,41.8,75,34.5,36.8,1015.4,980.5,0.0,0.0,0.0,2,66,0,65,89,0,0,0,0.0,3.8,4.3,2306.1495,146.2757556,20.580975,1747.2399999999998,73034.63199999998
147,2021-05-07 04:00:00-04:00,41.0,78,34.5,36.1,1014.9,980.0,0.0,0.0,0.0,2,71,0,70,96,0,0,0,0.0,3.5,4.2,2315.931,146.6425143,20.87032,1681.0,68921.0
148,2021-05-07 05:00:00-04:00,39.4,83,34.8,35.0,1014.7,979.7,0.0,0.0,0.0,2,76,0,79,94,0,0,0,0.0,2.4,3.7,2340.46025,156.4023778,21.637875,1552.36,61162.984
149,2021-05-07 06:00:00-04:00,39.2,85,35.0,35.4,1014.7,979.7,0.0,0.0,0.0,3,84,0,92,95,0,0,0,0.0,1.0,2.4,2400.5485,171.9129875,22.8959775,1536.6400000000003,60236.288000000015
150,2021-05-07 07:00:00-04:00,40.7,84,36.4,37.4,1015.2,980.3,0.0,0.0,0.0,2,69,0,97,37,40,8,32,0.0,0.7,1.6,2442.943,152.2988429,23.60454,1656.4900000000002,67419.14300000001
151,2021-05-07 08:00:00-04:00,46.1,71,37.1,42.7,1015.0,980.4,0.0,0.0,0.0,2,58,0,93,7,133,36,97,101.7,1.0,0.9,2511.20075,123.1551,24.3785875,2125.21,97972.18100000001
152,2021-05-07 09:00:00-04:00,49.9,55,34.4,45.5,1014.8,980.5,0.0,0.0,0.0,2,53,0,83,10,256,94,162,168.0,2.2,2.9,2666.16075,120.4015125,23.921965,2490.0099999999998,124251.499
153,2021-05-07 10:00:00-04:00,52.2,49,33.4,47.4,1014.5,980.3,0.0,0.0,0.0,2,79,0,96,70,355,120,235,201.8,2.8,3.8,2856.89875,108.8983857,23.9373225,2724.84,142236.64800000002
154,2021-05-07 11:00:00-04:00,54.2,46,33.9,49.5,1014.0,980.0,0.0,0.0,0.0,3,82,0,99,75,464,160,304,206.7,2.9,3.8,3146.2955,99.51634111,25.179475,2937.6400000000003,159220.08800000002
155,2021-05-07 12:00:00-04:00,55.1,47,35.1,50.9,1013.5,979.6,0.0,0.0,0.0,3,88,1,98,95,453,103,350,174.3,2.2,3.0,3060.87675,109.8621925,26.16172,3036.01,167284.151
156,2021-05-07 13:00:00-04:00,54.2,51,36.4,50.5,1013.1,979.1,0.0,0.0,0.0,3,100,33,99,95,263,0,263,58.0,1.5,2.1,2997.47775,100.1570338,25.957925,2937.6400000000003,159220.08800000002
157,2021-05-07 14:00:00-04:00,53.2,58,38.7,49.9,1012.9,978.9,0.008,0.008,0.0,51,100,51,100,97,262,3,259,0.5,1.6,2.1,3126.583,89.29124714,25.564395,2830.2400000000002,150568.768
158,2021-05-07 15:00:00-04:00,52.3,65,41.0,49.0,1012.8,978.7,0.008,0.008,0.0,51,90,0,100,100,192,1,191,2.0,2.6,3.4,3293.39925,89.06106,25.35324,2735.2899999999995,143055.667
159,2021-05-07 16:00:00-04:00,52.0,74,43.9,48.9,1012.7,978.6,0.012,0.012,0.0,51,90,0,100,99,239,10,229,6.8,3.7,5.5,3292.2725,100.1845325,25.20496,2704.0,140608.0
160,2021-05-07 17:00:00-04:00,50.6,80,44.8,47.2,1012.8,978.6,0.02,0.02,0.0,53,98,9,100,100,170,11,159,16.5,4.9,7.8,3127.5615,100.0518422,24.833885,2560.36,129554.21600000001
161,2021-05-07 18:00:00-04:00,49.2,99,48.8,46.0,1012.8,978.5,0.028,0.028,0.0,53,100,22,100,100,83,0,83,8.8,6.7,12.7,2998.92175,106.5408,24.2073,2420.6400000000003,119095.48800000003
162,2021-05-07 19:00:00-04:00,48.0,100,47.9,44.4,1013.0,978.6,0.035,0.035,0.0,53,100,57,100,100,51,1,50,1.5,7.4,13.7,2760.45275,126.3118444,23.6592275,2304.0,110592.0
163,2021-05-07 20:00:00-04:00,46.6,97,45.9,42.8,1013.1,978.6,0.043,0.043,0.0,55,100,55,100,100,15,0,15,1.2,6.3,12.1,2712.68075,115.199225,23.1934225,2171.56,101194.69600000001
164,2021-05-07 21:00:00-04:00,45.7,100,45.7,42.3,1013.2,978.7,0.039,0.039,0.0,55,100,62,99,100,0,0,0,0.0,5.2,10.1,2723.44675,121.910025,22.6201175,2088.4900000000002,95443.99300000002
165,2021-05-07 22:00:00-04:00,45.0,100,45.0,41.5,1013.5,978.9,0.051,0.051,0.0,61,100,92,98,98,0,0,0,0.0,5.2,9.6,2678.88925,115.408025,21.69108,2025.0,91125.0
166,2021-05-07 23:00:00-04:00,44.4,100,44.3,40.9,1013.3,978.7,0.055,0.055,0.0,61,100,97,92,90,0,0,0,0.0,4.8,9.2,2622.88575,110.63475,21.037555,1971.36,87528.38399999999
167,2021-05-08 00:00:00-04:00,43.7,100,43.7,40.1,1013.0,978.3,0.059,0.059,0.0,61,100,98,93,85,0,0,0,0.0,4.6,8.7,2588.23325,112.8762429,20.8728225,1909.6900000000003,83453.45300000002
168,2021-05-08 01:00:00-04:00,42.9,100,42.9,39.4,1012.5,977.8,0.051,0.051,0.0,61,100,95,90,64,0,0,0,0.0,4.0,7.1,2537.0375,116.5707556,20.5488475,1840.4099999999999,78953.58899999999
169,2021-05-08 02:00:00-04:00,42.3,100,42.3,38.9,1012.3,977.6,0.031,0.031,0.0,53,100,100,87,54,0,0,0,0.0,3.4,6.2,2443.90175,119.7807571,20.46973375,1789.2899999999997,75686.96699999999
170,2021-05-08 03:00:00-04:00,41.4,100,41.4,37.6,1011.8,977.0,0.024,0.024,0.0,53,100,100,77,22,0,0,0,0.0,3.8,6.8,2411.416,132.0568889,20.3245425,1713.9599999999998,70957.94399999999
171,2021-05-08 04:00:00-04:00,40.7,100,40.7,36.8,1011.9,977.1,0.024,0.024,0.0,53,100,100,84,12,0,0,0,0.0,4.0,7.2,2396.51625,147.467875,20.534365,1656.4900000000002,67419.14300000001
172,2021-05-08 05:00:00-04:00,40.3,100,40.3,36.2,1011.6,976.7,0.012,0.012,0.0,51,100,100,97,2,0,0,0,0.0,4.1,7.0,2448.575,141.139825,20.70293,1624.0899999999997,65450.82699999998
173,2021-05-08 06:00:00-04:00,39.8,100,39.8,35.6,1011.9,977.0,0.004,0.004,0.0,51,100,100,98,0,0,0,0,0.0,4.2,8.2,2512.58975,146.861875,21.41826,1584.0399999999997,63044.79199999999
174,2021-05-08 07:00:00-04:00,39.7,95,38.5,35.2,1012.4,977.5,0.004,0.004,0.0,51,100,99,98,0,16,3,13,0.0,4.3,8.4,2491.54275,148.6747875,22.24029,1576.0900000000001,62570.773000000016
175,2021-05-08 08:00:00-04:00,40.6,90,37.9,35.9,1012.5,977.6,0.004,0.004,0.0,51,100,99,87,6,53,2,51,18.0,4.6,8.6,2512.3885,133.882775,22.6404025,1648.3600000000001,66923.41600000001
176,2021-05-08 09:00:00-04:00,42.1,89,39.1,36.9,1012.7,977.9,0.004,0.004,0.0,51,100,92,82,12,111,13,98,13.6,6.2,9.5,2527.15775,133.568175,23.02438,1772.41,74618.46100000001
177,2021-05-08 10:00:00-04:00,43.5,86,39.6,38.4,1013.1,978.4,0.0,0.0,0.0,3,100,95,93,29,214,62,152,64.8,6.3,10.1,2584.215,133.2182,23.615355,1892.25,82312.875
178,2021-05-08 11:00:00-04:00,45.4,80,39.6,40.3,1013.4,978.8,0.0,0.0,0.0,3,100,91,79,36,297,66,231,92.7,6.2,9.3,2684.4795,115.1518625,23.58702625,2061.16,93576.66399999999
179,2021-05-08 12:00:00-04:00,47.8,72,39.3,42.8,1013.6,979.2,0.008,0.008,0.0,51,100,72,54,51,466,155,311,132.2,5.8,8.6,2617.28175,121.0470625,23.80448,2284.8399999999997,109215.35199999998
180,2021-05-08 13:00:00-04:00,49.6,66,38.9,44.6,1013.2,978.9,0.008,0.008,0.0,51,64,29,33,61,519,205,314,205.1,5.8,8.3,2609.213,122.7165375,24.1551775,2460.1600000000003,122023.93600000002
181,2021-05-08 14:00:00-04:00,51.3,62,38.7,46.6,1012.8,978.6,0.008,0.008,0.0,51,76,55,19,50,619,302,317,273.4,6.7,9.7,2695.637,121.7937125,24.066175,2631.6899999999996,135005.697
182,2021-05-08 15:00:00-04:00,52.7,71,43.5,49.3,1012.8,978.7,0.004,0.004,0.0,51,87,76,17,29,696,497,199,466.0,7.7,11.2,2850.55625,108.2693625,23.84696,2777.2900000000004,146363.18300000002
183,2021-05-08 16:00:00-04:00,53.3,71,44.1,48.4,1013.0,979.0,0.004,0.004,0.0,51,69,40,28,55,585,376,209,551.2,8.9,13.1,2909.94775,98.24997875,22.9860825,2840.89,151419.43699999998
184,2021-05-08 17:00:00-04:00,53.2,69,43.4,47.4,1013.2,979.2,0.0,0.0,0.0,2,54,15,34,67,481,283,198,466.0,9.9,14.5,2943.129,99.6016,21.80568,2830.2400000000002,150568.768
185,2021-05-08 18:00:00-04:00,51.1,70,41.5,45.0,1014.0,979.8,0.0,0.0,0.0,2,51,8,42,63,367,216,151,449.1,9.4,15.4,2968.29125,99.66282875,22.5090025,2611.21,133432.831
186,2021-05-08 19:00:00-04:00,50.2,70,40.8,45.4,1014.7,980.4,0.0,0.0,0.0,2,55,3,54,67,197,125,72,440.1,6.0,11.3,2835.28975,108.509675,22.79971,2520.0400000000004,126506.00800000002
187,2021-05-08 20:00:00-04:00,48.5,72,40.0,43.1,1015.5,981.1,0.0,0.0,0.0,1,23,11,11,23,71,35,36,321.6,7.0,13.3,2757.1655,108.3047375,22.54331,2352.25,114084.125
188,2021-05-08 21:00:00-04:00,46.7,76,39.6,41.0,1016.2,981.6,0.0,0.0,0.0,0,9,8,3,0,1,0,1,7.5,7.5,14.3,2701.46875,113.83575,22.2356525,2180.8900000000003,101847.56300000002
189,2021-05-08 22:00:00-04:00,45.6,80,39.8,40.1,1016.9,982.2,0.0,0.0,0.0,0,5,5,1,0,0,0,0,0.0,7.2,14.4,2670.6735,112.5529,21.422195,2079.36,94818.816
190,2021-05-08 23:00:00-04:00,44.7,83,39.9,39.1,1017.3,982.6,0.0,0.0,0.0,0,4,4,0,0,0,0,0,0.0,7.4,14.6,2594.0765,110.409525,20.9327425,1998.0900000000001,89314.62300000002
191,2021-05-09 00:00:00-04:00,44.0,86,39.9,39.0,1017.3,982.5,0.0,0.0,0.0,0,2,2,0,0,0,0,0,0.0,6.1,13.2,2549.64275,111.418925,20.66861,1936.0,85184.0
192,2021-05-09 01:00:00-04:00,43.4,87,39.9,38.3,1017.4,982.6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,6.4,13.9,2531.842,111.2882714,20.3665475,1883.56,81746.50399999999
193,2021-05-09 02:00:00-04:00,42.9,88,39.6,37.7,1017.7,982.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,6.4,13.9,2476.442,124.02215,20.44093,1840.4099999999999,78953.58899999999
194,2021-05-09 03:00:00-04:00,42.0,87,38.4,37.0,1017.5,982.6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,5.3,12.1,2501.136,130.3935125,20.501205,1764.0,74088.0
195,2021-05-09 04:00:00-04:00,41.3,88,38.1,36.3,1017.6,982.6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,5.2,11.4,2460.434,133.0613375,20.6841425,1705.6899999999998,70444.99699999999
196,2021-05-09 05:00:00-04:00,40.0,91,37.7,34.9,1017.6,982.5,0.0,0.0,0.0,0,4,0,0,13,0,0,0,0.0,5.4,10.8,2488.74525,144.863625,20.8461275,1600.0,64000.0
197,2021-05-09 06:00:00-04:00,38.9,92,36.9,34.0,1018.0,982.8,0.0,0.0,0.0,1,26,0,7,74,0,0,0,0.0,4.6,9.3,2532.331,149.9746778,21.2876875,1513.2099999999998,58863.86899999999
198,2021-05-09 07:00:00-04:00,40.1,92,37.9,35.4,1018.3,983.2,0.0,0.0,0.0,1,39,0,19,92,64,35,29,0.0,4.5,8.8,2618.2755,122.47475,22.0818875,1608.0100000000002,64481.20100000001
199,2021-05-09 08:00:00-04:00,45.4,81,39.9,41.3,1018.2,983.5,0.0,0.0,0.0,1,50,4,28,98,238,177,61,468.2,4.0,6.2,2724.67475,111.653725,22.182115,2061.16,93576.66399999999
200,2021-05-09 09:00:00-04:00,48.9,72,40.3,44.9,1018.2,983.7,0.0,0.0,0.0,2,52,8,25,100,433,351,82,696.3,3.9,5.5,2807.41225,107.58595,22.4426725,2391.21,116930.169
201,2021-05-09 10:00:00-04:00,52.1,62,39.3,49.2,1017.1,982.8,0.0,0.0,0.0,1,48,9,17,100,602,471,131,769.1,2.3,3.2,3006.7825,98.342225,22.210175,2714.4100000000003,141420.761
202,2021-05-09 11:00:00-04:00,54.4,53,37.6,51.4,1016.1,982.0,0.0,0.0,0.0,3,84,27,50,100,660,417,243,663.6,3.2,4.3,3023.60025,96.04998,22.7145475,2959.3599999999997,160989.18399999998
203,2021-05-09 12:00:00-04:00,55.8,50,37.2,51.4,1015.8,981.8,0.0,0.0,0.0,3,100,63,99,100,605,297,308,454.8,4.8,6.6,3302.152,88.23371556,22.82389,3113.64,173741.11199999996
204,2021-05-09 13:00:00-04:00,55.5,50,37.1,51.2,1015.0,981.0,0.0,0.0,0.0,3,100,57,100,100,420,89,331,222.2,3.2,5.2,3434.59925,116.0228571,22.9112575,3080.25,170953.875
205,2021-05-09 14:00:00-04:00,54.2,54,37.8,48.3,1014.0,980.0,0.0,0.0,0.0,3,100,37,99,100,283,4,279,41.7,7.2,10.6,3724.1505,120.3578444,23.1999925,2937.6400000000003,159220.08800000002
206,2021-05-09 15:00:00-04:00,51.7,71,42.6,46.3,1013.6,979.4,0.008,0.008,0.0,51,100,13,100,100,301,12,289,5.6,8.5,12.9,3264.0055,144.294225,23.4826125,2672.8900000000003,138188.41300000003
207,2021-05-09 16:00:00-04:00,49.3,81,43.7,44.3,1013.1,978.8,0.016,0.016,0.0,51,100,19,100,100,207,3,204,9.6,8.1,12.6,2991.44,144.8202875,23.5535075,2430.49,119823.15699999998
208,2021-05-09 17:00:00-04:00,47.4,98,46.8,43.5,1013.5,979.1,0.031,0.031,0.0,53,100,46,99,100,122,0,122,1.5,7.2,11.8,2533.43575,139.159,23.3497075,2246.7599999999998,106496.42399999998
209,2021-05-09 18:00:00-04:00,45.5,100,45.4,41.7,1013.0,978.5,0.047,0.047,0.0,55,100,52,100,100,59,0,59,0.0,6.3,11.2,2593.1005,133.476325,23.3269,2070.25,94196.375
210,2021-05-09 19:00:00-04:00,44.1,100,44.1,40.2,1012.9,978.3,0.047,0.047,0.0,55,100,90,100,100,25,0,25,0.0,5.5,10.0,2594.47775,126.8094,23.3467225,1944.8100000000002,85766.12100000001
211,2021-05-09 20:00:00-04:00,42.6,99,42.3,38.5,1013.0,978.3,0.035,0.035,0.0,53,100,100,100,96,9,0,9,0.0,5.3,9.6,2572.2675,122.4424556,22.9397475,1814.7600000000002,77308.77600000001
212,2021-05-09 21:00:00-04:00,42.0,100,42.0,37.9,1013.0,978.2,0.043,0.043,0.0,55,100,99,100,98,0,0,0,0.0,4.9,9.2,2533.80125,128.692825,22.4267275,1764.0,74088.0
213,2021-05-09 22:00:00-04:00,41.6,100,41.6,37.9,1012.7,977.9,0.047,0.047,0.0,55,100,100,99,100,0,0,0,0.0,4.0,7.2,2578.84175,121.4558,21.678015,1730.5600000000002,71991.296
214,2021-05-09 23:00:00-04:00,41.6,100,41.6,38.4,1012.3,977.5,0.043,0.043,0.0,55,100,100,99,100,0,0,0,0.0,2.8,5.2,2567.243,119.574975,21.2156625,1730.5600000000002,71991.296
215,2021-05-10 00:00:00-04:00,41.7,100,41.7,39.5,1012.0,977.2,0.039,0.039,0.0,55,100,100,96,100,0,0,0,0.0,0.5,1.7,2620.7335,125.5820875,20.9893625,1738.8900000000003,72511.71300000002
216,2021-05-10 01:00:00-04:00,41.8,100,41.8,39.0,1012.1,977.3,0.028,0.028,0.0,53,100,100,99,100,0,0,0,0.0,1.9,2.1,2563.81675,131.051275,20.7469225,1747.2399999999998,73034.63199999998
217,2021-05-10 02:00:00-04:00,41.8,100,41.8,38.2,1012.3,977.5,0.016,0.016,0.0,51,100,99,98,100,0,0,0,0.0,3.6,5.7,2532.167,137.4544875,20.68447,1747.2399999999998,73034.63199999998
218,2021-05-10 03:00:00-04:00,41.2,100,41.2,37.5,1011.9,977.1,0.008,0.008,0.0,51,100,100,100,78,0,0,0,0.0,3.5,5.9,2507.10675,145.4225286,20.6485925,1697.4400000000003,69934.52800000002
219,2021-05-10 04:00:00-04:00,41.0,100,41.0,37.1,1011.7,976.9,0.0,0.0,0.0,3,100,98,96,0,0,0,0,0.0,4.1,7.3,2515.19675,155.5121,20.973755,1681.0,68921.0
220,2021-05-10 05:00:00-04:00,41.4,98,40.9,37.1,1012.7,977.9,0.0,0.0,0.0,3,100,94,91,0,0,0,0,0.0,4.8,8.7,2477.81325,155.7943286,21.4577225,1713.9599999999998,70957.94399999999
221,2021-05-10 06:00:00-04:00,41.7,98,41.3,37.8,1013.8,979.0,0.0,0.0,0.0,3,100,94,75,0,0,0,0,0.0,4.3,8.9,2655.6285,162.0456778,22.7124525,1738.8900000000003,72511.71300000002
222,2021-05-10 07:00:00-04:00,42.3,98,41.7,38.3,1014.4,979.6,0.0,0.0,0.0,3,87,66,43,5,15,1,14,0.0,4.6,8.9,2618.4135,151.0381625,23.7678025,1789.2899999999997,75686.96699999999
223,2021-05-10 08:00:00-04:00,43.4,96,42.3,39.6,1014.6,979.9,0.0,0.0,0.0,2,63,44,29,20,88,18,70,27.1,4.7,7.7,2556.38375,149.5056286,24.94958,1883.56,81746.50399999999
224,2021-05-10 09:00:00-04:00,45.8,90,42.9,42.1,1014.4,979.8,0.0,0.0,0.0,1,43,40,5,13,292,121,171,148.2,4.5,6.6,2513.477,137.5336889,25.765075,2097.64,96071.91199999998
225,2021-05-10 10:00:00-04:00,48.1,80,42.3,44.1,1014.6,980.2,0.0,0.0,0.0,1,25,21,8,5,497,356,141,422.3,4.8,6.8,2552.27375,124.978325,26.2361625,2313.61,111284.641
226,2021-05-10 11:00:00-04:00,50.2,72,41.4,45.9,1015.0,980.7,0.0,0.0,0.0,1,32,17,26,4,568,374,194,540.2,5.6,8.0,2783.3245,112.8306125,26.0602925,2520.0400000000004,126506.00800000002
227,2021-05-10 12:00:00-04:00,53.0,62,40.5,49.5,1015.2,981.1,0.0,0.0,0.0,1,37,24,26,0,698,505,193,543.0,6.4,9.2,3089.26675,104.13585,25.52035,2809.0,148877.0
228,2021-05-10 13:00:00-04:00,54.4,56,39.2,50.2,1014.7,980.7,0.0,0.0,0.0,2,64,10,92,0,686,467,219,557.9,7.1,10.1,3349.7545,97.46602625,25.5676475,2959.3599999999997,160989.18399999998
229,2021-05-10 14:00:00-04:00,56.9,48,37.5,53.3,1014.0,980.2,0.0,0.0,0.0,2,58,0,97,0,774,540,234,562.4,7.1,10.3,3667.31075,98.20248286,25.5425025,3237.6099999999997,184220.009
230,2021-05-10 15:00:00-04:00,58.6,41,34.7,53.6,1014.0,980.3,0.0,0.0,0.0,2,59,1,97,0,695,366,329,521.0,7.4,10.8,3813.2615,101.7563256,25.7272975,3433.96,201230.056
231,2021-05-10 16:00:00-04:00,58.6,39,33.6,51.6,1013.9,980.2,0.0,0.0,0.0,2,60,0,100,0,556,272,284,383.4,8.3,12.2,4008.93125,110.4410686,25.396875,3433.96,201230.056
232,2021-05-10 17:00:00-04:00,58.1,39,33.5,51.1,1014.0,980.2,0.0,0.0,0.0,2,56,0,93,0,455,244,211,369.6,8.1,12.7,3744.308,105.1913333,24.75166,3375.61,196122.94100000002
233,2021-05-10 18:00:00-04:00,56.4,46,35.6,50.1,1015.1,981.2,0.0,0.0,0.0,1,34,0,57,0,296,131,165,325.1,7.2,11.6,3535.24625,108.0706143,24.28039,3180.96,179406.144
234,2021-05-10 19:00:00-04:00,54.5,51,36.5,49.0,1015.7,981.7,0.0,0.0,0.0,0,17,1,26,0,202,112,90,317.4,5.8,11.1,3272.69225,106.6367375,23.6963525,2970.25,161878.625
235,2021-05-10 20:00:00-04:00,51.7,55,36.2,46.3,1016.2,982.0,0.0,0.0,0.0,0,5,0,8,0,73,34,39,310.5,5.5,11.8,2755.85275,119.571325,23.3905075,2672.8900000000003,138188.41300000003
236,2021-05-10 21:00:00-04:00,49.2,59,35.3,43.3,1016.5,982.1,0.0,0.0,0.0,0,2,0,3,0,2,0,2,10.1,6.1,13.5,2748.418375,117.8322111,22.62768556,2420.6400000000003,119095.48800000003
237,2021-05-10 22:00:00-04:00,47.5,61,34.5,40.8,1017.4,982.8,0.0,0.0,0.0,0,14,6,9,10,0,0,0,0.0,7.6,15.7,2679.90275,118.712425,21.79006571,2256.25,107171.875
238,2021-05-10 23:00:00-04:00,46.1,64,34.5,39.9,1017.6,982.9,0.0,0.0,0.0,0,8,3,2,13,0,0,0,0.0,6.6,14.1,2452.21475,125.5912857,20.339405,2125.21,97972.18100000001
239,2021-05-11 00:00:00-04:00,45.0,69,35.3,39.7,1017.5,982.8,0.0,0.0,0.0,1,26,1,0,82,0,0,0,0.0,4.7,11.0,2373.597,125.3017889,20.6821175,2025.0,91125.0
240,2021-05-11 01:00:00-04:00,44.1,73,35.9,38.9,1017.7,982.9,0.0,0.0,0.0,1,26,0,0,88,0,0,0,0.0,4.6,10.6,2408.33025,117.1609,20.6899325,1944.8100000000002,85766.12100000001
241,2021-05-11 02:00:00-04:00,43.2,76,36.1,38.1,1017.8,982.9,0.0,0.0,0.0,0,17,0,0,56,0,0,0,0.0,4.8,10.8,2418.313,130.2459125,20.5786625,1866.2400000000002,80621.56800000001
242,2021-05-11 03:00:00-04:00,43.3,76,36.4,38.1,1017.7,982.8,0.0,0.0,0.0,0,2,0,0,7,0,0,0,0.0,5.0,11.4,2372.324125,127.2273375,20.44941125,1874.8899999999996,81182.73699999998
243,2021-05-11 04:00:00-04:00,42.6,78,36.1,37.1,1018.1,983.2,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,5.6,12.1,2357.09625,142.6272,20.825565,1814.7600000000002,77308.77600000001
