time,temperature_2m (°F),relativehumidity_2m (%),dewpoint_2m (°F),apparent_temperature (°F),pressure_msl (hPa),surface_pressure (hPa),precipitation (inch),rain (inch),snowfall (inch),weathercode (wmo code),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (mp/h),windspeed_100m (mp/h)
2021-11-28T02:00,31.5,68,22.2,24.9,1013.3,977.8,0,0,0,3,100,24,95,96,0,0,0,0,3.4,5.9
2021-11-28T03:00,30.4,77,23.9,24,1012.9,977.3,0,0,0,3,100,19,98,98,0,0,0,0,3.5,5.7
2021-11-28T04:00,31.4,71,23.1,24.6,1012.7,977.2,0,0,0,3,99,15,92,100,0,0,0,0,4.1,6.7
2021-11-28T05:00,31.9,70,23.2,24.9,1012.6,977.1,0,0,0,3,100,14,97,100,0,0,0,0,4.7,7.6
2021-11-28T06:00,32,72,24.1,24.9,1012.4,976.9,0,0,0,3,100,25,97,100,0,0,0,0,5.1,7.9
2021-11-28T07:00,31.2,79,25.3,24.6,1012.1,976.6,0.004,0,0.028,71,100,51,96,100,0,0,0,0,4.4,6.9
2021-11-28T08:00,31.2,81,26,24.7,1011.5,976,0.004,0,0.028,71,98,18,89,93,0,0,0,0,4.3,6.3
2021-11-28T09:00,30.9,83,26.3,24.4,1010.8,975.3,0.012,0,0.083,73,70,0,68,97,0,0,0,0,4.6,6.8
2021-11-28T10:00,30.6,85,26.6,23.9,1010.2,974.7,0.012,0,0.083,73,92,9,92,94,0,0,0,0,4.8,8.8
2021-11-28T11:00,30.4,86,26.7,23.8,1010.2,974.7,0,0,0.028,71,100,53,98,99,0,0,0,0,4.7,9
2021-11-28T12:00,30.8,85,27,24.2,1010.7,975.2,0.008,0,0.055,71,100,87,98,61,0,0,0,0,5,8.4
2021-11-28T13:00,31.2,86,27.5,24.4,1010.3,974.9,0.008,0,0.055,71,100,92,100,5,8,0,8,0,5.5,8.9
2021-11-28T14:00,32.5,83,27.9,25.7,1010.1,974.8,0.008,0,0.055,71,100,94,99,0,61,1,60,0.6,5.7,8.5
2021-11-28T15:00,33.7,81,28.6,27.1,1009.9,974.7,0.004,0,0.028,71,100,97,99,0,120,16,104,27.2,5.5,7.8
2021-11-28T16:00,34.4,81,29.3,28.1,1009.3,974.1,0.008,0,0.055,71,100,98,94,0,152,34,118,72.1,4.9,7.2
2021-11-28T17:00,35.5,79,29.7,29.3,1008.5,973.4,0.008,0,0.055,71,100,99,97,0,163,27,136,77.6,4.9,6.9
2021-11-28T18:00,36.5,77,30,30.4,1007.9,972.9,0.008,0,0.055,71,100,97,95,0,172,12,160,44.6,4.6,6.7
2021-11-28T19:00,37.5,74,30,31.6,1007.2,972.3,0.004,0,0.028,71,100,96,90,0,148,8,140,21.9,4.1,5.9
2021-11-28T20:00,37.7,77,31.2,33,1007.5,972.6,0,0,0,3,100,95,96,0,109,14,95,36.3,1.8,3.3
2021-11-28T21:00,37,82,32.1,32.6,1007.8,972.9,0,0,0,3,100,98,98,0,44,2,42,32.9,1.6,3.3
2021-11-28T22:00,35.7,88,32.4,31,1008.3,973.2,0.012,0.008,0.028,71,100,76,94,0,5,0,5,2.1,2.2,3.4
2021-11-28T23:00,34.6,91,32.3,29.7,1008.6,973.5,0.012,0.008,0.028,71,90,41,89,0,0,0,0,0,2.7,5.8
2021-11-29T00:00,34.2,91,31.9,29,1008.5,973.3,0,0,0,1,35,14,37,0,0,0,0,0,3.2,7.3
2021-11-29T01:00,33.8,90,31.1,27.8,1009,973.8,0,0,0,1,44,23,39,0,0,0,0,0,4.9,11.4
2021-11-29T02:00,33.2,90,30.6,26.4,1009.3,974,0,0,0,2,54,39,32,0,0,0,0,0,6.3,12.8
2021-11-29T03:00,32.7,91,30.3,26.1,1009.7,974.4,0,0,0,2,62,53,24,0,0,0,0,0,6.1,12.4
2021-11-29T04:00,32.1,91,29.7,25.1,1009.8,974.4,0,0,0,3,83,73,28,0,0,0,0,0,6.8,12.9
2021-11-29T05:00,32,91,29.7,24.7,1010.1,974.7,0,0,0,3,100,94,36,0,0,0,0,0,7.3,13.3
2021-11-29T06:00,31.7,91,29.5,24.3,1010.5,975.1,0,0,0.028,71,100,99,56,0,0,0,0,0,7.6,12.8
2021-11-29T07:00,31.6,91,29.3,24.5,1010.9,975.5,0.008,0,0.055,71,100,85,56,0,0,0,0,0,7,12.1
2021-11-29T08:00,31.7,93,30,24.2,1011.3,975.9,0.008,0,0.055,71,100,95,55,0,0,0,0,0,8.1,13
2021-11-29T09:00,31.8,94,30.3,24.1,1012.1,976.6,0.008,0,0.055,71,100,98,29,0,0,0,0,0,8.5,13.8
2021-11-29T10:00,31.5,96,30.6,23.8,1012.8,977.3,0.008,0,0.055,71,96,73,50,0,0,0,0,0,8.7,14.9
2021-11-29T11:00,31.5,95,30.2,24.1,1013.9,978.4,0.008,0,0.055,71,95,90,24,0,0,0,0,0,7.9,13.8
2021-11-29T12:00,31,93,29.3,24.1,1015,979.4,0.012,0,0.083,73,87,90,10,0,0,0,0,0,6.4,12.5
2021-11-29T13:00,30.5,91,28,22.6,1015.8,980.1,0.004,0,0.028,71,61,59,13,0,14,5,9,0,8.3,13.3
2021-11-29T14:00,31.4,80,26,22.8,1016.2,980.6,0.004,0,0.028,71,63,67,5,0,106,55,51,207.6,9.3,13.9
2021-11-29T15:00,31.9,72,24,23.3,1016.8,981.2,0,0,0.028,71,75,83,0,0,172,76,96,285.8,8.9,13.3
2021-11-29T16:00,32.8,64,22.1,23.9,1017,981.4,0,0,0,3,88,98,0,0,232,97,135,256.9,9.1,13.3
2021-11-29T17:00,32.9,61,21.1,24.3,1016.5,981,0,0,0,3,90,99,2,0,178,9,169,134.6,8.1,11.9
2021-11-29T18:00,33,59,20.3,24.6,1016.1,980.6,0,0,0,3,95,100,8,0,208,34,174,39.6,7.3,10.9
2021-11-29T19:00,33.8,57,20.3,25.5,1016,980.5,0,0,0,3,92,97,8,0,205,36,169,87.5,7.1,10.4
2021-11-29T20:00,33.8,58,20.6,25.6,1015.7,980.3,0,0,0,3,88,98,0,0,160,44,116,126.7,6.8,10.2
2021-11-29T21:00,33.3,62,21.7,26,1016.2,980.7,0,0,0,2,74,82,0,0,75,19,56,145.5,5.3,8.7
2021-11-29T22:00,32.5,68,23.1,26,1016.1,980.6,0,0,0,2,74,77,8,0,7,1,6,26,3.7,7
2021-11-29T23:00,32.4,70,23.6,26,1016.5,980.9,0,0,0,2,63,64,9,0,0,0,0,0,3.6,6.5
2021-11-30T00:00,32.4,71,24.2,26.3,1016.6,981,0,0,0,1,46,51,0,0,0,0,0,0,2.7,5.6
2021-11-30T01:00,32.2,74,24.8,26.5,1016.8,981.2,0,0,0,2,53,51,11,0,0,0,0,0,2.1,4.6
2021-11-30T02:00,31.2,78,25.2,25.4,1016.8,981.1,0,0,0,2,54,40,30,0,0,0,0,0,2.6,4.7
2021-11-30T03:00,30.6,81,25.3,24.5,1016.5,980.8,0,0,0,1,39,38,8,0,0,0,0,0,3.2,5.1
2021-11-30T04:00,30.2,82,25.3,23.9,1016.3,980.6,0,0,0,2,74,60,34,0,0,0,0,0,3.7,7.3
2021-11-30T05:00,30.4,83,25.9,24.2,1016.2,980.5,0,0,0,3,100,82,54,0,0,0,0,0,3.7,7.9
2021-11-30T06:00,30.9,83,26.4,24.6,1015.6,980,0,0,0,3,98,80,44,0,0,0,0,0,4.2,8.4
2021-11-30T07:00,31.4,85,27.4,24.8,1015.5,979.9,0,0,0,3,83,73,27,3,0,0,0,0,5,9.8
2021-11-30T08:00,32,85,28.1,25.4,1014.8,979.3,0,0,0,3,100,90,35,56,0,0,0,0,5.2,10
2021-11-30T09:00,31.7,87,28.2,25.2,1014.5,979,0,0,0,3,100,94,30,74,0,0,0,0,5.1,9.7
2021-11-30T10:00,31.9,86,28.3,25.9,1014.4,978.9,0,0,0,3,100,91,56,96,0,0,0,0,3.8,8.6
2021-11-30T11:00,32,85,27.9,25.8,1014.2,978.7,0,0,0,3,100,85,71,95,0,0,0,0,4.1,9
2021-11-30T12:00,32.3,83,27.8,25.8,1013.8,978.3,0,0,0,3,100,83,92,97,0,0,0,0,4.7,9.3
2021-11-30T13:00,32.5,81,27.5,25.7,1013.7,978.2,0,0,0,3,100,75,99,95,11,1,10,0,5.6,10.7
2021-11-30T14:00,33.9,77,27.6,27,1013.6,978.2,0,0,0.028,71,100,60,99,94,62,1,61,13.5,5.8,10.7
2021-11-30T15:00,35.1,76,28.3,28.1,1013.6,978.3,0.004,0,0.028,71,89,1,100,94,124,9,115,17.8,6.4,9.7
2021-11-30T16:00,36,74,28.7,28.6,1013.1,977.9,0.008,0,0.055,71,100,24,100,96,151,3,148,19.9,7.5,11.2
2021-11-30T17:00,36.6,75,29.4,28.9,1012.4,977.3,0.012,0,0.083,73,100,97,100,95,170,5,165,9,8.2,12.2
2021-11-30T18:00,36.9,75,29.6,29.9,1011.6,976.5,0.012,0,0.083,73,100,96,100,87,134,2,132,8.4,6.6,10.1
2021-11-30T19:00,37.7,70,28.8,31,1011.2,976.2,0,0,0,3,100,98,85,29,144,2,142,3.3,5.7,8.8
2021-11-30T20:00,38,70,29.1,31.5,1010.6,975.6,0,0,0,3,95,88,26,0,134,12,122,22.3,5.4,8.3
2021-11-30T21:00,37.2,76,30.3,31.2,1010.8,975.8,0,0,0,3,86,89,10,0,65,11,54,60.5,4.7,8.6
2021-11-30T22:00,36.1,80,30.5,29.9,1011,975.9,0,0,0,3,100,88,37,0,6,1,5,15.6,5,10.4
2021-11-30T23:00,35.6,81,30.4,28.9,1011.2,976,0,0,0,3,100,88,72,0,0,0,0,0,6.2,12
2021-12-01T00:00,35.4,81,30.3,28.4,1011.4,976.2,0,0,0,3,100,95,98,0,0,0,0,0,6.9,13.1
2021-12-01T01:00,34.9,84,30.6,27.7,1011.6,976.4,0.004,0,0.028,71,100,98,100,0,0,0,0,0,7.3,13.7
2021-12-01T02:00,35.3,84,31.1,28.1,1011.8,976.6,0.008,0.004,0.028,71,100,89,98,0,0,0,0,0,7.8,14.1
2021-12-01T03:00,35.7,85,31.6,28.4,1012,976.8,0.004,0,0.028,71,99,58,78,0,0,0,0,0,8,15.1
2021-12-01T04:00,35.2,88,32.1,27.5,1012.5,977.3,0,0,0,2,74,55,40,0,0,0,0,0,9.3,16.4
2021-12-01T05:00,36,89,33,28.1,1013.5,978.3,0,0,0,3,93,88,23,0,0,0,0,0,10.2,18
2021-12-01T06:00,37,86,33.3,29,1013.9,978.7,0,0,0,3,86,90,9,0,0,0,0,0,10.4,18.7
2021-12-01T07:00,37.5,84,33.2,29.4,1015.2,980,0,0,0,2,51,48,6,13,0,0,0,0,10.4,18.4
2021-12-01T08:00,37.3,84,32.9,29.3,1015.7,980.5,0,0,0,2,71,48,3,88,0,0,0,0,10.1,17.9
2021-12-01T09:00,36.9,84,32.6,29.2,1016.6,981.3,0,0,0,2,74,52,3,86,0,0,0,0,9.6,17.2
2021-12-01T10:00,36.4,85,32.3,28.7,1017.3,982,0,0,0,3,84,71,8,52,0,0,0,0,9.2,16.6
2021-12-01T11:00,36,85,31.9,28.8,1017.9,982.5,0,0,0,2,78,59,4,76,0,0,0,0,8.1,14.9
2021-12-01T12:00,35.7,85,31.5,29,1019.2,983.8,0,0,0,3,92,63,10,96,0,0,0,0,6.7,13
2021-12-01T13:00,36,83,31.3,29.4,1020.2,984.8,0,0,0,3,88,59,11,95,9,2,7,0,6.2,11.8
2021-12-01T14:00,36.9,79,30.9,30.7,1021.2,985.8,0,0,0,2,71,41,8,99,72,14,58,59.8,5.4,10.8
2021-12-01T15:00,37.8,67,27.8,31,1021.8,986.4,0,0,0,2,75,42,12,99,149,49,100,115.4,5.6,8.9
2021-12-01T16:00,38.8,61,26.5,31.8,1021.7,986.4,0,0,0,2,79,51,6,98,248,134,114,261.9,5.8,8.8
2021-12-01T17:00,39.9,58,26.3,32.9,1020.9,985.7,0,0,0,3,90,69,2,88,279,119,160,314,5.7,8.4
2021-12-01T18:00,40.9,56,26.5,34.1,1019.7,984.6,0,0,0,3,100,88,0,93,344,205,139,379.8,5.2,7.5
2021-12-01T19:00,42.1,55,26.9,35.7,1019,984,0,0,0,2,59,33,0,99,301,165,136,484.7,4.2,6.2
2021-12-01T20:00,41.5,57,27.6,36,1018,983,0,0,0,2,65,4,53,100,181,48,133,312,2.6,4.6
2021-12-01T21:00,40.5,64,29.5,35.1,1018.4,983.3,0,0,0,3,83,0,88,99,76,11,65,114.1,3,6.5
2021-12-01T22:00,38.7,70,29.7,32.7,1018.6,983.4,0,0,0,3,89,1,97,100,6,0,6,13.2,4.3,9.9
2021-12-01T23:00,38.2,72,30.1,32.3,1018.6,983.4,0,0,0,3,88,2,96,96,0,0,0,0,4.3,9.5
2021-12-02T00:00,37.8,74,30.5,31.2,1018.4,983.1,0,0,0,2,74,1,91,61,0,0,0,0,6.1,12
2021-12-02T01:00,37,76,30.3,29.6,1017.5,982.2,0,0,0,2,64,0,92,29,0,0,0,0,8,15.5
2021-12-02T02:00,37,78,30.8,29,1015.9,980.7,0,0,0,2,60,0,95,11,0,0,0,0,9.4,17.8
2021-12-02T03:00,37.5,79,31.6,29,1014.2,979.1,0,0,0,2,63,0,93,25,0,0,0,0,10.9,19.8
2021-12-02T04:00,37.9,82,33.1,29.5,1012.9,977.8,0.004,0.004,0,51,83,7,97,60,0,0,0,0,11.3,20.6
2021-12-02T05:00,37.9,88,34.8,29.6,1011.8,976.8,0.016,0.016,0,51,100,30,99,98,0,0,0,0,11.7,20.9
2021-12-02T06:00,37.2,99,37,29.3,1010.6,975.6,0.024,0.024,0,53,100,95,99,95,0,0,0,0,11.8,20.9
2021-12-02T07:00,37.8,100,37.8,29.8,1009.7,974.7,0.016,0.016,0,51,100,99,94,91,0,0,0,0,12.1,21.5
2021-12-02T08:00,38.5,100,38.4,30.5,1008.6,973.7,0.004,0.004,0,51,100,100,94,86,0,0,0,0,12.5,22.1
2021-12-02T09:00,39.1,100,39,31.3,1007.3,972.5,0,0,0,3,100,94,63,23,0,0,0,0,12.3,22
2021-12-02T10:00,40.8,95,39.4,33.8,1006.5,971.9,0,0,0,3,98,88,25,12,0,0,0,0,10.6,19.2
2021-12-02T11:00,41.3,95,39.9,34,1005.4,970.8,0,0,0,2,72,67,7,25,0,0,0,0,11.5,20.7
2021-12-02T12:00,41.8,95,40.5,34.8,1004.9,970.4,0,0,0,3,90,89,8,17,0,0,0,0,11.3,20.4
2021-12-02T13:00,42.7,95,41.4,35.9,1004.6,970.2,0,0,0,3,100,100,25,97,9,0,9,0,11.2,19.8
2021-12-02T14:00,44.5,94,42.8,37.7,1003.7,969.4,0,0,0,3,100,65,89,94,48,7,41,21.6,11.7,20.6
2021-12-02T15:00,45.8,93,44,39.3,1002.7,968.5,0.031,0.031,0,53,100,17,96,96,67,0,67,20.2,11.8,20.7
2021-12-02T16:00,46.8,92,44.6,40.4,1000.9,966.9,0.016,0.016,0,51,79,16,81,54,112,21,91,21.3,11.9,21
2021-12-02T17:00,47.5,91,45,40.9,999.3,965.3,0.035,0.035,0,53,44,35,21,0,174,65,109,95.1,12.5,21.9
2021-12-02T18:00,50.1,89,47,44.5,997.9,964.2,0.012,0.012,0,51,89,92,11,0,308,172,136,295.2,11.4,20.4
2021-12-02T19:00,52.6,77,45.6,46.5,998,964.4,0,0,0,3,100,88,96,85,152,48,104,284.3,11.7,20.4
2021-12-02T20:00,51.5,80,45.4,45.1,997.8,964.2,0.004,0.004,0,51,95,67,56,2,98,24,74,91.2,12.4,21.7
2021-12-02T21:00,49.6,84,45,42.6,998.7,964.9,0.008,0.008,0,51,42,17,45,0,61,32,29,151.9,13.5,23.6
2021-12-02T22:00,47.7,85,43.3,41.2,1000.1,966.1,0.024,0.024,0,53,40,2,63,0,6,2,4,43.8,11.2,20.6
2021-12-02T23:00,44.8,88,41.5,37.4,1001.6,967.4,0.016,0.016,0,51,56,6,85,0,0,0,0,0,12.7,22
2021-12-03T00:00,42.6,89,39.7,34.7,1003.2,968.8,0.004,0.004,0,51,80,29,90,0,0,0,0,0,12.9,22.6
2021-12-03T01:00,42.2,87,38.7,34.2,1004,969.5,0,0,0,2,74,39,64,0,0,0,0,0,12.5,21.8
2021-12-03T02:00,41,86,37,32,1004.9,970.3,0,0,0,2,76,58,40,0,0,0,0,0,14.2,23.9
2021-12-03T03:00,40.1,85,35.9,30.8,1006.5,971.8,0,0,0,3,83,70,33,0,0,0,0,0,14.4,24.6
2021-12-03T04:00,39.1,85,34.9,29.6,1007.7,972.9,0.008,0.008,0,51,83,77,23,0,0,0,0,0,14.7,25
2021-12-03T05:00,37.9,86,34.2,28.7,1008.9,974,0.008,0.008,0,51,75,80,5,0,0,0,0,0,13.7,22.9
2021-12-03T06:00,37.2,87,33.6,28.1,1010,975,0,0,0,2,70,78,0,0,0,0,0,0,13,21.5
2021-12-03T07:00,36.8,79,30.8,27.3,1011.3,976.2,0,0,0,2,67,74,0,0,0,0,0,0,13,21.3
2021-12-03T08:00,35.9,75,28.8,26.2,1012.6,977.4,0,0,0,2,71,79,0,0,0,0,0,0,12.7,20.7
2021-12-03T09:00,35.3,70,26.5,25.4,1013.4,978.1,0,0,0,3,81,90,0,0,0,0,0,0,12.5,20.4
2021-12-03T10:00,34.8,68,25.2,25.9,1013.3,978,0,0,0,2,57,59,0,14,0,0,0,0,9.7,16.6
2021-12-03T11:00,34.2,68,24.9,25.2,1013.9,978.6,0,0,0,2,66,73,0,0,0,0,0,0,10,16.7
2021-12-03T12:00,33.9,69,24.7,24.6,1015.3,979.9,0,0,0,2,77,86,0,0,0,0,0,0,10.6,16.9
2021-12-03T13:00,33.9,69,24.8,24.4,1016.1,980.6,0,0,0,3,100,84,49,49,11,4,7,0,11,17.5
2021-12-03T14:00,34.6,65,24.2,24.5,1017.3,981.9,0,0,0,3,100,84,38,19,87,33,54,143,12.4,19.2
2021-12-03T15:00,35.6,62,23.7,25.2,1017.6,982.2,0,0,0,3,86,96,0,0,187,88,99,259,12.9,19.9
2021-12-03T16:00,36.3,60,23.6,25.9,1017.9,982.6,0,0,0,3,89,99,0,0,200,42,158,214.1,13,19.5
2021-12-03T17:00,36.9,58,23.4,26.8,1017.7,982.4,0,0,0,3,90,100,0,0,194,27,167,79.3,12.4,18.7
2021-12-03T18:00,37.1,58,23.6,27.3,1017.7,982.4,0,0,0,3,89,99,0,0,193,34,159,68.8,11.6,17.3
2021-12-03T19:00,36,56,21.8,26.4,1017.6,982.2,0,0,0,3,88,98,0,0,184,46,138,100.3,10.5,15.8
2021-12-03T20:00,35.7,56,21.6,26.7,1017.8,982.4,0,0,0,3,88,98,0,0,156,55,101,166.2,9.1,13.6
2021-12-03T21:00,35.2,57,21.6,26.7,1017.8,982.4,0,0,0,3,85,94,0,0,65,16,49,159.1,8,12.2
2021-12-03T22:00,34.2,63,22.8,26.8,1018.5,983,0,0,0,3,82,91,0,0,6,1,5,20,5.7,9.6
2021-12-03T23:00,33.9,65,23.5,27,1019,983.4,0,0,0,2,79,88,0,0,0,0,0,0,4.6,8.1
2021-12-04T00:00,33.6,68,24.3,27.2,1018.9,983.3,0,0,0,3,88,93,7,0,0,0,0,0,3.7,5.9
2021-12-04T01:00,33.2,70,24.3,27.4,1018.6,983,0,0,0,3,96,76,46,0,0,0,0,0,2.2,3.7
2021-12-04T02:00,33,74,25.6,27.2,1019,983.4,0,0,0,3,100,77,75,0,0,0,0,0,2.6,4.1
2021-12-04T03:00,33.1,76,26.3,27.2,1019.2,983.6,0,0,0,3,100,88,74,0,0,0,0,0,3,4.7
2021-12-04T04:00,32.8,79,26.9,27,1019.1,983.5,0,0,0,3,93,95,13,0,0,0,0,0,3,4.7
2021-12-04T05:00,32.7,80,27.3,26.9,1018.9,983.3,0,0,0,3,100,93,11,48,0,0,0,0,3,4.5
2021-12-04T06:00,32.9,81,27.8,26.9,1018.9,983.3,0,0,0,3,100,95,7,75,0,0,0,0,3.7,5.3
2021-12-04T07:00,34.5,78,28.2,28.6,1019,983.5,0,0,0,3,100,99,2,65,0,0,0,0,3.7,5.2
2021-12-04T08:00,34.7,79,28.9,28.9,1019.1,983.6,0,0,0,3,100,98,6,88,0,0,0,0,3.5,5
2021-12-04T09:00,34.5,83,29.7,29.3,1018.7,983.2,0,0,0,3,100,83,3,77,0,0,0,0,2.4,3.5
2021-12-04T10:00,34.6,84,30.4,29.8,1018.8,983.3,0,0,0,3,95,86,9,42,0,0,0,0,1.6,2.3
2021-12-04T11:00,35.1,80,29.6,29.9,1018.6,983.1,0,0,0,2,77,72,9,22,0,0,0,0,2.6,3.5
2021-12-04T12:00,34.9,82,30,29,1018.8,983.3,0,0,0,3,80,80,14,0,0,0,0,0,4.1,7
2021-12-04T13:00,35.5,82,30.6,29,1018.4,983,0,0,0,2,60,66,1,0,8,2,6,0,5.8,10.2
2021-12-04T14:00,36.9,79,31.2,30.1,1018.5,983.2,0,0,0,1,48,42,2,31,62,19,43,81.3,6.7,11.7
2021-12-04T15:00,39.3,74,31.6,31.8,1017.9,982.8,0,0,0,1,29,12,1,58,150,45,105,134.7,8.6,12.9
2021-12-04T16:00,42,65,30.9,33.8,1016.9,982,0,0,0,1,31,19,1,44,229,80,149,178.4,10,15
2021-12-04T17:00,43.4,60,30.6,33.6,1016.1,981.3,0,0,0,3,85,82,14,9,286,159,127,298.1,13.6,20.9
2021-12-04T18:00,44,59,30.7,34.8,1015.5,980.8,0.012,0.012,0,51,59,39,37,5,268,148,120,374.4,12.3,19.6
2021-12-04T19:00,45.4,53,29.4,35.8,1015.7,981.1,0,0,0,1,44,27,32,3,248,133,115,351.2,12.9,20.3
2021-12-04T20:00,45.1,54,29.7,35.9,1016.2,981.5,0,0,0,1,44,36,18,3,210,142,68,445.2,12.1,19.7
2021-12-04T21:00,43.1,57,28.7,33.9,1017.4,982.5,0,0,0,1,49,46,13,0,94,46,48,427.9,11.4,19.5
2021-12-04T22:00,41.2,60,28.2,32.5,1018.8,983.8,0,0,0,2,66,42,19,55,7,2,5,56.9,10.1,17.3
2021-12-04T23:00,40.2,62,28,31.8,1019.7,984.6,0,0,0,2,77,60,9,57,0,0,0,0,9.3,16.2
2021-12-05T00:00,39.1,64,28,30.8,1020.4,985.2,0,0,0,2,72,60,23,13,0,0,0,0,9.2,15.8
2021-12-05T01:00,38.2,66,27.9,30.3,1021.3,986,0,0,0,2,60,62,7,0,0,0,0,0,8.3,14.6
2021-12-05T02:00,37.4,65,26.7,29.5,1022.1,986.7,0,0,0,1,44,47,2,0,0,0,0,0,7.8,13.5
2021-12-05T03:00,36.7,63,25.3,28.7,1022.7,987.2,0,0,0,1,26,19,1,29,0,0,0,0,7.6,13.4
2021-12-05T04:00,35.8,63,24.5,27.9,1023.2,987.6,0,0,0,0,10,9,1,4,0,0,0,0,7.2,12.6
2021-12-05T05:00,35,65,24.3,27.4,1023.4,987.8,0,0,0,1,33,13,0,72,0,0,0,0,6.3,11.4
2021-12-05T06:00,34.5,66,24.3,27,1024.2,988.5,0,0,0,1,36,12,14,57,0,0,0,0,6.2,11.7
2021-12-05T07:00,35,69,25.9,27.8,1024.8,989.1,0,0,0,2,66,15,52,71,0,0,0,0,5.9,11
2021-12-05T08:00,34.8,70,26.1,27.9,1025.2,989.5,0,0,0,2,56,20,26,73,0,0,0,0,5.4,10.1
2021-12-05T09:00,34.7,71,26.1,27.9,1025.6,989.9,0,0,0,2,56,17,19,98,0,0,0,0,5.2,10.1
2021-12-05T10:00,34.2,72,26.2,27.7,1025.8,990,0,0,0,2,74,41,13,99,0,0,0,0,4.3,8.7
2021-12-05T11:00,33.7,75,26.5,27.4,1026.6,990.8,0,0,0,1,50,22,1,98,0,0,0,0,4,8.1
2021-12-05T12:00,33.4,75,26.5,27.3,1027.3,991.4,0,0,0,2,56,15,22,96,0,0,0,0,3.6,7.2
2021-12-05T13:00,33.8,76,27,27.7,1027.7,991.8,0,0,0,2,78,10,66,99,7,0,7,0,3.6,6.3
2021-12-05T14:00,35.6,69,26.4,29.7,1028.2,992.4,0,0,0,2,72,9,58,98,68,5,63,11,3.1,4.6
2021-12-05T15:00,37.1,62,25.2,31.2,1028.8,993.1,0,0,0,3,100,20,89,100,158,35,123,74.9,2.7,3.8
2021-12-05T16:00,38.3,58,24.6,32.4,1028.4,992.8,0,0,0,3,100,43,87,100,224,64,160,149,2.4,3.2
2021-12-05T17:00,39.3,55,24.3,33.1,1027.5,992,0,0,0,3,89,3,94,100,244,83,161,190.1,3.2,4.3
2021-12-05T18:00,40.5,52,24.2,33.5,1026.6,991.2,0,0,0,3,84,0,92,96,241,54,187,170.4,5,6.9
2021-12-05T19:00,40.8,55,25.7,33.6,1025.8,990.5,0,0,0,3,81,0,85,99,134,12,122,77.7,5.9,8.4
2021-12-05T20:00,41.2,55,26.2,33.9,1024.7,989.5,0,0,0,2,68,0,65,98,104,21,83,53.3,6.2,10.1
2021-12-05T21:00,40.2,59,27,32.4,1023.5,988.2,0,0,0,1,49,0,32,99,42,0,42,40.4,7.6,13.2
2021-12-05T22:00,39.6,60,26.7,31.6,1022.3,987,0,0,0,2,66,0,61,98,5,0,5,0,7.9,14.9
2021-12-05T23:00,40.5,59,27,31.5,1020.6,985.4,0,0,0,3,90,10,86,99,0,0,0,0,10.5,19
2021-12-06T00:00,41.4,58,27.7,31.1,1018.2,983.2,0,0,0,3,100,64,93,100,0,0,0,0,14,24.3
2021-12-06T01:00,41.2,54,26,29.6,1016.4,981.4,0,0,0,3,84,9,78,98,0,0,0,0,16.4,28.2
2021-12-06T02:00,41.7,49,23.9,29.4,1015.3,980.4,0,0,0,3,85,6,83,99,0,0,0,0,17.5,29.8
2021-12-06T03:00,42.3,45,22.7,29.3,1014.1,979.3,0,0,0,2,59,1,47,99,0,0,0,0,18.9,32
2021-12-06T04:00,42.5,49,24.5,29.3,1013.4,978.6,0.024,0.024,0,53,73,11,57,95,0,0,0,0,19.9,33.3
2021-12-06T05:00,43.2,57,29.1,30.4,1012.4,977.7,0.024,0.024,0,53,87,20,67,96,0,0,0,0,20.2,34.6
2021-12-06T06:00,43.7,68,33.7,31.4,1011.6,977,0.008,0.008,0,51,71,0,69,98,0,0,0,0,20.7,35.4
2021-12-06T07:00,43.8,83,39.1,32.5,1010.9,976.3,0.047,0.047,0,55,98,16,90,97,0,0,0,0,20.6,35.4
2021-12-06T08:00,43.4,98,43,33.3,1010.1,975.5,0.067,0.067,0,61,100,24,83,99,0,0,0,0,19.7,34.3
2021-12-06T09:00,43.9,100,43.8,34.5,1009.3,974.8,0.063,0.063,0,61,100,39,89,97,0,0,0,0,18.4,32
2021-12-06T10:00,45.4,97,44.6,37.4,1008,973.6,0.012,0.012,0,51,100,32,85,100,0,0,0,0,15.7,27.8
2021-12-06T11:00,46,97,45.2,38.4,1007,972.7,0,0,0,3,100,42,80,97,0,0,0,0,15.1,26.7
2021-12-06T12:00,46.8,96,45.8,39.4,1006,971.8,0,0,0,3,100,38,84,94,0,0,0,0,14.7,25.7
2021-12-06T13:00,47.3,95,46,39.9,1004.9,970.7,0,0,0,3,100,43,88,96,7,2,5,0,15.2,26.5
2021-12-06T14:00,47.8,93,45.9,40.3,1003.6,969.5,0.012,0.012,0,51,100,47,84,96,44,8,36,53.6,15.3,26.5
2021-12-06T15:00,49.5,88,46.1,42,1002.4,968.5,0,0,0,3,100,83,91,97,104,12,92,35.4,15.2,26.2
2021-12-06T16:00,51.3,82,45.9,44,1001.4,967.6,0,0,0,3,100,85,93,100,245,104,141,161.8,14.8,25.8
